hour,provider,request_count,total_tokens,input_tokens,output_tokens,estimated_cost,success_rate,error_rate,rate_limit_rate,server_error_rate,p50_latency_ms,p95_latency_ms,p99_latency_ms,p95_first_token_latency_ms,queue_p95_ms,active_customers,active_keys,distinct_ips,safety_hit_rate,retry_rate,cache_hit_rate,fallback_rate,reasoning_tokens,tokens_per_request,output_input_ratio,cost_per_request,cost_per_success,reasoning_token_share
2026-05-15 17:00:00,Qwen,1,356,188,168,0.0006,100.0,0.0,0.0,0.0,1308.0,1308.0,1308.0,272.0,27.0,1,1,1,0.0,0.0,0.0,0.0,0,356.0,0.8936,0.0006,0.0006,0.0
2026-05-15 18:00:00,DeepSeek,63,43139,28341,14798,0.0518,96.8254,3.1746,0.0,1.5873,5913.0,8631.0,9632.06,7911.7,122.8,10,26,26,0.0,4.7619,26.9841,0.0,2508,684.746,0.5221,0.0008,0.0008,16.9482
2026-05-15 18:00:00,MiniMax,3,2360,1913,447,0.0057,100.0,0.0,0.0,0.0,1402.0,1588.3,1604.86,619.6,95.9,3,3,3,0.0,0.0,0.0,0.0,40,786.6667,0.2337,0.0019,0.0019,8.9485
2026-05-15 18:00:00,Qwen,2,767,389,378,0.0012,100.0,0.0,0.0,0.0,893.5,899.35,899.87,363.95,98.95,1,2,2,0.0,0.0,0.0,0.0,0,383.5,0.9717,0.0006,0.0006,0.0
2026-05-15 19:00:00,DeepSeek,68,47795,33905,13890,0.0574,97.0588,2.9412,1.4706,0.0,6020.5,8822.2,9830.6,8741.8,139.65,10,24,28,0.0,2.9412,17.6471,0.0,2418,702.8676,0.4097,0.0008,0.0009,17.4082
2026-05-15 19:00:00,MiniMax,3,1824,1206,618,0.0044,100.0,0.0,0.0,0.0,1492.0,2253.4,2321.08,956.3,37.2,2,3,2,0.0,0.0,0.0,0.0,103,608.0,0.5124,0.0015,0.0015,16.6667
2026-05-15 19:00:00,Qwen,1,554,236,318,0.0009,100.0,0.0,0.0,0.0,1659.0,1659.0,1659.0,264.0,57.0,1,1,1,0.0,0.0,100.0,0.0,0,554.0,1.3475,0.0009,0.0009,0.0
2026-05-15 20:00:00,DeepSeek,87,55573,37464,18109,0.0667,94.2529,5.7471,1.1494,1.1494,5941.0,7843.3,9268.04,7310.7,152.9,10,24,34,1.1494,6.8966,19.5402,0.0,2872,638.7701,0.4834,0.0008,0.0008,15.8595
2026-05-15 20:00:00,MiniMax,3,2001,1456,545,0.0048,100.0,0.0,0.0,0.0,1997.0,2008.7,2009.74,827.3,118.5,3,3,3,0.0,0.0,33.3333,0.0,101,667.0,0.3743,0.0016,0.0016,18.5321
2026-05-15 20:00:00,Qwen,4,2498,1637,861,0.004,100.0,0.0,0.0,0.0,1148.5,1543.65,1559.13,401.55,74.8,3,3,4,0.0,0.0,0.0,0.0,0,624.5,0.526,0.001,0.001,0.0
2026-05-15 21:00:00,DeepSeek,79,60955,42172,18783,0.0731,98.7342,1.2658,0.0,1.2658,5939.0,7703.5,9003.52,6593.8,186.2,10,23,33,2.5316,2.5316,12.6582,0.0,2778,771.5823,0.4454,0.0009,0.0009,14.79
2026-05-15 21:00:00,MiniMax,3,1846,1410,436,0.0044,100.0,0.0,0.0,0.0,1417.0,1580.8,1595.36,616.2,83.1,3,3,3,0.0,0.0,0.0,0.0,65,615.3333,0.3092,0.0015,0.0015,14.9083
2026-05-15 22:00:00,DeepSeek,36,22714,14332,8382,0.0273,91.6667,8.3333,0.0,5.5556,5996.5,6874.0,8375.75,6721.75,116.0,9,21,21,2.7778,0.0,8.3333,0.0,1267,630.9444,0.5848,0.0008,0.0008,15.1157
2026-05-15 22:00:00,MiniMax,1,735,616,119,0.0018,100.0,0.0,0.0,0.0,1356.0,1356.0,1356.0,648.0,194.0,1,1,1,0.0,0.0,0.0,0.0,32,735.0,0.1932,0.0018,0.0018,26.8908
2026-05-15 22:00:00,Qwen,1,369,225,144,0.0006,100.0,0.0,0.0,0.0,708.0,708.0,708.0,335.0,26.0,1,1,1,0.0,0.0,0.0,0.0,0,369.0,0.64,0.0006,0.0006,0.0
2026-05-15 23:00:00,DeepSeek,30,20396,12030,8366,0.0245,100.0,0.0,0.0,0.0,6090.0,8589.95,9298.16,7149.35,165.15,8,19,19,0.0,3.3333,23.3333,0.0,1176,679.8667,0.6954,0.0008,0.0008,14.0569
2026-05-15 23:00:00,MiniMax,4,2641,1892,749,0.0063,100.0,0.0,0.0,0.0,1315.0,2262.65,2364.53,799.05,250.15,3,3,4,0.0,0.0,0.0,0.0,135,660.25,0.3959,0.0016,0.0016,18.024
2026-05-16 00:00:00,DeepSeek,25,17294,12648,4646,0.0208,100.0,0.0,0.0,0.0,6014.0,7417.2,7486.72,7306.0,140.2,9,17,16,0.0,12.0,12.0,0.0,756,691.76,0.3673,0.0008,0.0008,16.2721
2026-05-16 01:00:00,DeepSeek,24,15976,10809,5167,0.0192,100.0,0.0,0.0,0.0,6151.0,8888.3,9228.17,8858.3,151.45,9,17,15,0.0,4.1667,29.1667,0.0,889,665.6667,0.478,0.0008,0.0008,17.2053
2026-05-16 01:00:00,MiniMax,2,857,526,331,0.0021,100.0,0.0,0.0,0.0,1444.0,1892.2,1932.04,492.05,78.0,2,2,2,0.0,0.0,0.0,0.0,26,428.5,0.6293,0.001,0.001,7.855
2026-05-16 02:00:00,DeepSeek,22,14761,10489,4272,0.0177,95.4545,4.5455,4.5455,0.0,6009.5,8452.2,9018.12,8420.2,186.65,9,13,15,4.5455,13.6364,31.8182,0.0,782,670.9545,0.4073,0.0008,0.0008,18.3052
2026-05-16 03:00:00,DeepSeek,17,11188,7125,4063,0.0134,94.1176,5.8824,0.0,0.0,6125.0,7435.8,7991.96,6946.4,110.6,8,13,14,5.8824,5.8824,17.6471,0.0,612,658.1176,0.5702,0.0008,0.0008,15.0628
2026-05-16 03:00:00,MiniMax,2,1480,1192,288,0.0036,100.0,0.0,0.0,0.0,1324.0,1433.8,1443.56,639.65,47.35,2,2,2,0.0,0.0,0.0,0.0,61,740.0,0.2416,0.0018,0.0018,21.1806
2026-05-16 03:00:00,Qwen,1,371,253,118,0.0006,100.0,0.0,0.0,0.0,700.0,700.0,700.0,444.0,74.0,1,1,1,0.0,0.0,0.0,0.0,0,371.0,0.4664,0.0006,0.0006,0.0
2026-05-16 04:00:00,DeepSeek,21,15484,11361,4123,0.0186,95.2381,4.7619,0.0,4.7619,5940.0,7271.0,8422.2,7133.0,178.0,9,16,16,0.0,0.0,33.3333,0.0,707,737.3333,0.3629,0.0009,0.0009,17.1477
2026-05-16 04:00:00,MiniMax,1,678,506,172,0.0016,0.0,100.0,0.0,0.0,1222.0,1222.0,1222.0,528.0,37.0,1,1,1,0.0,0.0,0.0,0.0,33,678.0,0.3399,0.0016,,19.186
2026-05-16 04:00:00,Qwen,3,2293,1121,1172,0.0037,100.0,0.0,0.0,0.0,1626.0,2342.4,2406.08,481.2,149.3,2,3,3,0.0,0.0,66.6667,0.0,0,764.3333,1.0455,0.0012,0.0012,0.0
2026-05-16 05:00:00,DeepSeek,23,15261,11651,3610,0.0183,91.3043,8.6957,0.0,4.3478,5801.0,6316.9,8086.68,5714.8,168.1,9,13,15,0.0,13.0435,26.087,0.0,539,663.5217,0.3098,0.0008,0.0009,14.9307
2026-05-16 06:00:00,DeepSeek,53,34270,23428,10842,0.0411,96.2264,3.7736,3.7736,0.0,5931.0,7014.0,7934.24,6603.4,147.0,10,23,25,1.8868,3.7736,16.9811,0.0,2014,646.6038,0.4628,0.0008,0.0008,18.5759
2026-05-16 06:00:00,MiniMax,2,1116,856,260,0.0027,100.0,0.0,0.0,0.0,834.5,1171.55,1201.51,432.85,38.6,1,2,2,0.0,0.0,0.0,0.0,50,558.0,0.3037,0.0013,0.0013,19.2308
2026-05-16 06:00:00,Qwen,2,2215,1845,370,0.0035,100.0,0.0,0.0,0.0,1228.0,1463.8,1484.76,595.9,21.35,2,2,2,0.0,0.0,0.0,0.0,0,1107.5,0.2005,0.0018,0.0018,0.0
2026-05-16 07:00:00,DeepSeek,48,35774,27599,8175,0.0429,95.8333,4.1667,2.0833,2.0833,5923.5,7063.3,8735.64,7015.55,217.6,10,25,30,0.0,4.1667,12.5,0.0,1315,745.2917,0.2962,0.0009,0.0009,16.0856
2026-05-16 07:00:00,MiniMax,1,895,619,276,0.0021,100.0,0.0,0.0,0.0,1549.0,1549.0,1549.0,445.0,73.0,1,1,1,0.0,0.0,0.0,0.0,73,895.0,0.4459,0.0021,0.0021,26.4493
2026-05-16 07:00:00,Qwen,4,3024,2506,518,0.0048,100.0,0.0,0.0,0.0,930.5,1738.25,1842.05,1150.05,82.35,3,4,4,0.0,0.0,0.0,0.0,0,756.0,0.2067,0.0012,0.0012,0.0
2026-05-16 08:00:00,DeepSeek,49,33526,23737,9789,0.0402,95.9184,4.0816,0.0,4.0816,6002.0,7721.2,9160.12,7512.0,205.0,10,24,28,0.0,6.1224,20.4082,0.0,1554,684.2041,0.4124,0.0008,0.0009,15.875
2026-05-16 08:00:00,MiniMax,3,2303,1849,454,0.0055,100.0,0.0,0.0,0.0,1172.0,1702.1,1749.22,620.6,110.9,3,3,3,0.0,0.0,0.0,0.0,89,767.6667,0.2455,0.0018,0.0018,19.6035
2026-05-16 08:00:00,Qwen,1,604,473,131,0.001,100.0,0.0,0.0,0.0,961.0,961.0,961.0,478.0,127.0,1,1,1,0.0,0.0,0.0,0.0,0,604.0,0.277,0.001,0.001,0.0
2026-05-16 09:00:00,DeepSeek,101,63919,43105,20814,0.0767,97.0297,2.9703,0.0,1.9802,6142.0,8618.0,10151.0,8588.0,131.0,10,29,40,0.0,2.9703,18.8119,0.0,3462,632.8614,0.4829,0.0008,0.0008,16.633
2026-05-16 09:00:00,MiniMax,4,3931,2740,1191,0.0094,100.0,0.0,0.0,0.0,1983.5,2830.1,2878.82,909.15,133.55,4,4,4,0.0,0.0,25.0,0.0,223,982.75,0.4347,0.0024,0.0024,18.7238
2026-05-16 09:00:00,Qwen,1,472,185,287,0.0008,100.0,0.0,0.0,0.0,2104.0,2104.0,2104.0,433.0,53.0,1,1,1,0.0,0.0,0.0,0.0,0,472.0,1.5514,0.0008,0.0008,0.0
2026-05-16 10:00:00,DeepSeek,93,71672,52971,18701,0.086,96.7742,3.2258,2.1505,1.0753,5992.0,7396.4,8471.48,7081.0,154.0,10,29,36,2.1505,5.3763,12.9032,0.0,2735,770.6667,0.353,0.0009,0.001,14.6249
2026-05-16 10:00:00,MiniMax,4,4088,3496,592,0.0098,100.0,0.0,0.0,0.0,1319.0,2140.7,2191.34,727.35,86.65,3,3,4,0.0,0.0,25.0,0.0,108,1022.0,0.1693,0.0025,0.0025,18.2432
2026-05-16 10:00:00,Qwen,4,2122,1438,684,0.0034,100.0,0.0,0.0,0.0,1252.5,1791.45,1831.89,543.15,85.45,1,2,2,0.0,0.0,50.0,0.0,0,530.5,0.4757,0.0008,0.0008,0.0
2026-05-16 11:00:00,DeepSeek,90,62287,44620,17667,0.0747,97.7778,2.2222,0.0,0.0,6008.0,8279.85,9525.37,8197.65,203.5,10,28,33,1.1111,3.3333,23.3333,0.0,3052,692.0778,0.3959,0.0008,0.0008,17.2751
2026-05-16 11:00:00,MiniMax,5,2938,1730,1208,0.007,100.0,0.0,0.0,0.0,1231.0,2407.8,2519.96,843.8,134.2,5,5,5,0.0,0.0,20.0,0.0,189,587.6,0.6983,0.0014,0.0014,15.6457
2026-05-16 11:00:00,Qwen,5,5696,4760,936,0.0091,100.0,0.0,0.0,0.0,1203.0,1791.0,1849.4,533.6,151.2,4,5,5,0.0,20.0,0.0,0.0,0,1139.2,0.1966,0.0018,0.0018,0.0
2026-05-16 12:00:00,DeepSeek,76,48707,33092,15615,0.0584,96.0526,3.9474,1.3158,0.0,6031.5,7574.0,8969.25,7445.75,158.75,10,27,31,0.0,3.9474,19.7368,0.0,2430,640.8816,0.4719,0.0008,0.0008,15.562
2026-05-16 12:00:00,MiniMax,4,1687,966,721,0.004,75.0,25.0,25.0,0.0,1282.5,1836.25,1913.65,659.7,67.4,3,4,4,0.0,0.0,25.0,25.0,133,421.75,0.7464,0.001,0.0013,18.4466
2026-05-16 12:00:00,Qwen,3,3311,2803,508,0.0053,100.0,0.0,0.0,0.0,1442.0,1498.7,1503.74,436.3,75.4,3,3,3,0.0,0.0,66.6667,0.0,0,1103.6667,0.1812,0.0018,0.0018,0.0
2026-05-16 13:00:00,DeepSeek,77,52845,37288,15557,0.0634,100.0,0.0,0.0,0.0,5967.0,7447.2,8962.48,7160.4,162.2,10,28,29,2.5974,3.8961,25.974,0.0,2521,686.2987,0.4172,0.0008,0.0008,16.2049
2026-05-16 13:00:00,MiniMax,2,1172,451,721,0.0028,100.0,0.0,0.0,0.0,2735.0,3278.6,3326.92,601.35,125.55,2,2,2,0.0,0.0,0.0,0.0,110,586.0,1.5987,0.0014,0.0014,15.2566
2026-05-16 13:00:00,Qwen,3,2669,1793,876,0.0043,100.0,0.0,0.0,0.0,1286.0,1742.3,1782.86,477.7,119.8,3,3,3,0.0,0.0,0.0,0.0,0,889.6667,0.4886,0.0014,0.0014,0.0
2026-05-16 14:00:00,DeepSeek,90,64760,46701,18059,0.0777,96.6667,3.3333,2.2222,0.0,6037.5,8634.45,9742.83,8283.25,164.2,10,29,35,1.1111,10.0,15.5556,0.0,2937,719.5556,0.3867,0.0009,0.0009,16.2634
2026-05-16 14:00:00,MiniMax,1,1007,421,586,0.0024,100.0,0.0,0.0,0.0,3640.0,3640.0,3640.0,585.0,102.0,1,1,1,0.0,0.0,0.0,0.0,80,1007.0,1.3919,0.0024,0.0024,13.6519
2026-05-16 14:00:00,Qwen,1,518,373,145,0.0008,100.0,0.0,0.0,0.0,1050.0,1050.0,1050.0,432.0,94.0,1,1,1,0.0,0.0,0.0,0.0,0,518.0,0.3887,0.0008,0.0008,0.0
2026-05-16 15:00:00,DeepSeek,88,61234,43494,17740,0.0735,97.7273,2.2727,0.0,2.2727,5952.0,7634.3,9006.82,7379.6,174.65,10,27,34,1.1364,1.1364,13.6364,0.0,2785,695.8409,0.4079,0.0008,0.0009,15.699
2026-05-16 15:00:00,MiniMax,6,3940,2297,1643,0.0095,100.0,0.0,0.0,0.0,1634.5,2644.0,2747.2,721.25,100.75,4,5,5,0.0,0.0,50.0,0.0,336,656.6667,0.7153,0.0016,0.0016,20.4504
2026-05-16 15:00:00,Qwen,2,1462,1039,423,0.0023,100.0,0.0,0.0,0.0,1372.0,1597.9,1617.98,467.95,136.5,2,2,2,0.0,0.0,50.0,0.0,0,731.0,0.4071,0.0012,0.0012,0.0
2026-05-16 16:00:00,DeepSeek,94,61559,41727,19832,0.0739,96.8085,3.1915,0.0,2.1277,6003.0,8178.95,8966.39,7600.15,140.75,10,25,32,3.1915,7.4468,15.9574,0.0,3084,654.883,0.4753,0.0008,0.0008,15.5506
2026-05-16 16:00:00,MiniMax,4,2116,1705,411,0.0051,100.0,0.0,0.0,0.0,1253.5,1458.8,1471.76,668.25,140.1,3,3,4,25.0,0.0,0.0,0.0,69,529.0,0.2411,0.0013,0.0013,16.7883
2026-05-16 16:00:00,Qwen,1,672,541,131,0.0011,100.0,0.0,0.0,0.0,1264.0,1264.0,1264.0,664.0,174.0,1,1,1,0.0,0.0,0.0,0.0,0,672.0,0.2421,0.0011,0.0011,0.0
2026-05-16 17:00:00,DeepSeek,92,68150,50165,17985,0.0818,91.3043,8.6957,3.2609,2.1739,5947.5,8704.7,9255.53,8674.7,163.7,10,29,36,0.0,4.3478,20.6522,0.0,2846,740.7609,0.3585,0.0009,0.001,15.8243
2026-05-16 17:00:00,MiniMax,5,2727,1982,745,0.0065,100.0,0.0,0.0,0.0,1060.0,1412.4,1472.88,616.4,49.8,4,5,5,0.0,0.0,40.0,0.0,139,545.4,0.3759,0.0013,0.0013,18.6577
2026-05-16 17:00:00,Qwen,4,3020,2256,764,0.0048,100.0,0.0,0.0,0.0,1122.5,1708.55,1790.51,490.0,65.0,4,4,4,0.0,0.0,25.0,0.0,0,755.0,0.3387,0.0012,0.0012,0.0
2026-05-16 18:00:00,DeepSeek,42,23091,15689,7402,0.0277,95.2381,4.7619,0.0,0.0,5849.5,7087.8,8895.76,6563.45,139.9,9,20,24,2.381,7.1429,9.5238,0.0,1142,549.7857,0.4718,0.0007,0.0007,15.4283
2026-05-16 18:00:00,MiniMax,1,604,414,190,0.0014,100.0,0.0,0.0,0.0,1590.0,1590.0,1590.0,416.0,67.0,1,1,1,0.0,0.0,100.0,0.0,17,604.0,0.4589,0.0014,0.0014,8.9474
2026-05-16 18:00:00,Qwen,3,1664,1278,386,0.0027,100.0,0.0,0.0,0.0,1083.0,1641.9,1691.58,679.9,129.2,3,3,3,0.0,33.3333,66.6667,0.0,0,554.6667,0.302,0.0009,0.0009,0.0
2026-05-16 19:00:00,DeepSeek,45,30737,21243,9494,0.0369,97.7778,2.2222,0.0,2.2222,5980.0,8313.6,9392.88,8181.6,174.8,10,25,23,2.2222,4.4444,24.4444,0.0,1453,683.0444,0.4469,0.0008,0.0008,15.3044
2026-05-16 19:00:00,MiniMax,1,639,571,68,0.0015,100.0,0.0,0.0,0.0,1042.0,1042.0,1042.0,649.0,111.0,1,1,1,0.0,0.0,0.0,0.0,8,639.0,0.1191,0.0015,0.0015,11.7647
2026-05-16 20:00:00,DeepSeek,41,31376,22880,8496,0.0377,97.561,2.439,2.439,0.0,5992.0,7339.0,8844.2,6788.0,211.0,9,21,24,0.0,7.3171,9.7561,0.0,1449,765.2683,0.3713,0.0009,0.0009,17.0551
2026-05-16 20:00:00,MiniMax,2,2534,1706,828,0.0061,100.0,0.0,0.0,0.0,2292.0,3048.0,3115.2,729.15,129.0,2,2,2,0.0,0.0,50.0,0.0,186,1267.0,0.4853,0.003,0.003,22.4638
2026-05-16 20:00:00,Qwen,6,4425,3297,1128,0.0071,100.0,0.0,0.0,0.0,1233.5,1839.75,1954.35,1206.0,110.5,4,5,5,0.0,0.0,16.6667,0.0,0,737.5,0.3421,0.0012,0.0012,0.0
2026-05-16 21:00:00,DeepSeek,57,35876,25472,10404,0.0431,96.4912,3.5088,0.0,1.7544,5951.0,8137.4,8839.96,8099.0,185.6,10,22,28,1.7544,7.0175,21.0526,0.0,1741,629.4035,0.4084,0.0008,0.0008,16.7339
2026-05-16 21:00:00,Qwen,4,1583,1102,481,0.0025,100.0,0.0,0.0,0.0,1083.0,1186.75,1193.35,569.4,70.1,2,3,4,0.0,0.0,25.0,0.0,0,395.75,0.4365,0.0006,0.0006,0.0
2026-05-16 22:00:00,DeepSeek,27,17264,11884,5380,0.0207,92.5926,7.4074,0.0,3.7037,6142.0,7329.5,7680.04,6977.9,140.8,9,15,18,0.0,3.7037,14.8148,0.0,843,639.4074,0.4527,0.0008,0.0008,15.6691
2026-05-16 22:00:00,MiniMax,1,356,266,90,0.0009,100.0,0.0,0.0,0.0,955.0,955.0,955.0,435.0,14.0,1,1,1,0.0,0.0,0.0,0.0,17,356.0,0.3383,0.0009,0.0009,18.8889
2026-05-16 23:00:00,DeepSeek,35,21635,15833,5802,0.026,94.2857,5.7143,5.7143,0.0,5866.0,7905.3,8927.12,7875.3,172.2,10,21,22,0.0,8.5714,11.4286,0.0,903,618.1429,0.3664,0.0007,0.0008,15.5636
2026-05-16 23:00:00,MiniMax,2,1608,1210,398,0.0039,50.0,50.0,50.0,0.0,1825.5,1989.75,2004.35,519.15,36.2,2,2,2,0.0,0.0,0.0,0.0,82,804.0,0.3289,0.0019,0.0039,20.603
2026-05-16 23:00:00,Qwen,1,352,241,111,0.0006,100.0,0.0,0.0,0.0,940.0,940.0,940.0,554.0,73.0,1,1,1,0.0,0.0,0.0,0.0,0,352.0,0.4606,0.0006,0.0006,0.0
2026-05-17 00:00:00,DeepSeek,16,10628,7749,2879,0.0128,100.0,0.0,0.0,0.0,5811.0,7333.0,8662.6,7217.5,131.75,9,14,14,0.0,6.25,6.25,0.0,443,664.25,0.3715,0.0008,0.0008,15.3873
2026-05-17 00:00:00,MiniMax,1,1598,1490,108,0.0038,100.0,0.0,0.0,0.0,1381.0,1381.0,1381.0,580.0,76.0,1,1,1,0.0,0.0,0.0,0.0,20,1598.0,0.0725,0.0038,0.0038,18.5185
2026-05-17 01:00:00,DeepSeek,23,16810,12118,4692,0.0202,95.6522,4.3478,0.0,4.3478,6090.0,7359.0,8636.74,6775.6,131.7,8,13,15,0.0,4.3478,17.3913,0.0,671,730.8696,0.3872,0.0009,0.0009,14.3009
2026-05-17 01:00:00,Qwen,1,449,323,126,0.0007,100.0,0.0,0.0,0.0,1021.0,1021.0,1021.0,448.0,4.0,1,1,1,0.0,0.0,0.0,0.0,0,449.0,0.3901,0.0007,0.0007,0.0
2026-05-17 02:00:00,DeepSeek,18,13061,9100,3961,0.0157,100.0,0.0,0.0,0.0,5924.0,7850.4,8622.88,6716.25,106.95,6,10,13,0.0,11.1111,22.2222,0.0,715,725.6111,0.4353,0.0009,0.0009,18.051
2026-05-17 03:00:00,DeepSeek,30,20571,14810,5761,0.0247,100.0,0.0,0.0,0.0,6061.5,8834.65,9513.36,8804.65,146.55,9,20,21,0.0,3.3333,26.6667,0.0,886,685.7,0.389,0.0008,0.0008,15.3793
2026-05-17 04:00:00,DeepSeek,25,14383,8978,5405,0.0173,96.0,4.0,4.0,0.0,5957.0,7276.2,7882.4,6920.0,155.6,9,14,20,4.0,4.0,20.0,0.0,875,575.32,0.602,0.0007,0.0007,16.1887
2026-05-17 04:00:00,Qwen,1,421,320,101,0.0007,100.0,0.0,0.0,0.0,1028.0,1028.0,1028.0,535.0,142.0,1,1,1,0.0,0.0,0.0,0.0,0,421.0,0.3156,0.0007,0.0007,0.0
2026-05-17 05:00:00,DeepSeek,22,12341,8707,3634,0.0148,100.0,0.0,0.0,0.0,5976.5,7852.6,9129.73,7822.6,157.9,9,17,17,4.5455,9.0909,22.7273,0.0,552,560.9545,0.4174,0.0007,0.0007,15.1899
2026-05-17 05:00:00,MiniMax,1,607,489,118,0.0015,100.0,0.0,0.0,0.0,1007.0,1007.0,1007.0,498.0,83.0,1,1,1,0.0,0.0,0.0,0.0,7,607.0,0.2413,0.0015,0.0015,5.9322
2026-05-17 05:00:00,Qwen,1,273,219,54,0.0004,100.0,0.0,0.0,0.0,713.0,713.0,713.0,377.0,68.0,1,1,1,100.0,0.0,0.0,0.0,0,273.0,0.2466,0.0004,0.0004,0.0
2026-05-17 06:00:00,DeepSeek,58,36098,25033,11065,0.0433,96.5517,3.4483,1.7241,1.7241,5952.0,7108.25,8005.25,6696.7,202.0,10,23,30,1.7241,1.7241,17.2414,0.0,1807,622.3793,0.442,0.0007,0.0008,16.3308
2026-05-17 06:00:00,MiniMax,3,956,665,291,0.0023,100.0,0.0,0.0,0.0,1521.0,1665.9,1678.78,951.7,132.3,2,2,3,0.0,0.0,33.3333,0.0,53,318.6667,0.4376,0.0008,0.0008,18.2131
2026-05-17 07:00:00,DeepSeek,51,33443,21932,11511,0.0401,96.0784,3.9216,1.9608,1.9608,6169.0,8131.5,9020.0,8101.5,130.5,10,26,27,0.0,0.0,13.7255,0.0,1789,655.7451,0.5248,0.0008,0.0008,15.5417
2026-05-17 07:00:00,MiniMax,6,3861,2922,939,0.0093,100.0,0.0,0.0,0.0,1488.0,1677.0,1722.6,658.25,91.75,5,6,6,0.0,0.0,66.6667,0.0,142,643.5,0.3214,0.0015,0.0015,15.1225
2026-05-17 08:00:00,DeepSeek,59,42297,28942,13355,0.0508,94.9153,5.0847,1.6949,0.0,6026.0,7248.3,8207.06,6910.5,139.1,10,24,29,1.6949,5.0847,13.5593,0.0,2215,716.8983,0.4614,0.0009,0.0009,16.5855
2026-05-17 08:00:00,MiniMax,2,743,494,249,0.0018,100.0,0.0,0.0,0.0,981.0,1287.9,1315.18,471.9,59.8,2,2,2,0.0,0.0,0.0,0.0,29,371.5,0.504,0.0009,0.0009,11.6466
2026-05-17 08:00:00,Qwen,2,2146,1287,859,0.0034,100.0,0.0,0.0,0.0,1900.0,2353.6,2393.92,515.65,60.35,2,2,2,0.0,0.0,50.0,0.0,0,1073.0,0.6674,0.0017,0.0017,0.0
2026-05-17 09:00:00,DeepSeek,95,59646,39460,20186,0.0716,97.8947,2.1053,0.0,2.1053,6040.0,7853.4,9691.94,7611.6,170.6,10,26,33,2.1053,5.2632,15.7895,0.0,3149,627.8526,0.5116,0.0008,0.0008,15.5999
2026-05-17 09:00:00,MiniMax,3,2564,2147,417,0.0062,100.0,0.0,0.0,0.0,1239.0,1570.2,1599.64,543.3,69.9,3,3,3,0.0,0.0,33.3333,0.0,67,854.6667,0.1942,0.0021,0.0021,16.0671
2026-05-17 09:00:00,Qwen,4,2584,1859,725,0.0041,75.0,25.0,0.0,25.0,1264.5,1490.25,1517.25,525.1,78.75,3,4,4,0.0,25.0,25.0,0.0,0,646.0,0.39,0.001,0.0014,0.0
2026-05-17 10:00:00,DeepSeek,101,71142,50918,20224,0.0854,94.0594,5.9406,1.9802,0.9901,6002.0,7796.0,8833.0,7670.0,142.0,10,26,36,0.0,6.9307,20.7921,0.0,3405,704.3762,0.3972,0.0008,0.0009,16.8364
2026-05-17 10:00:00,MiniMax,1,449,311,138,0.0011,100.0,0.0,0.0,0.0,922.0,922.0,922.0,393.0,21.0,1,1,1,0.0,0.0,0.0,0.0,34,449.0,0.4437,0.0011,0.0011,24.6377
2026-05-17 10:00:00,Qwen,2,1545,1194,351,0.0025,100.0,0.0,0.0,0.0,1173.0,1343.1,1358.22,564.3,109.1,2,2,2,0.0,0.0,50.0,0.0,0,772.5,0.294,0.0012,0.0012,0.0
2026-05-17 11:00:00,DeepSeek,93,63403,43770,19633,0.0761,95.6989,4.3011,2.1505,2.1505,5873.0,8675.8,9597.6,8360.2,166.6,10,26,34,1.0753,3.2258,23.6559,0.0,3012,681.7527,0.4485,0.0008,0.0009,15.3415
2026-05-17 11:00:00,MiniMax,6,4347,3083,1264,0.0104,100.0,0.0,0.0,0.0,1378.0,2760.25,3113.65,634.0,96.25,4,6,5,0.0,0.0,0.0,0.0,249,724.5,0.41,0.0017,0.0017,19.6994
2026-05-17 11:00:00,Qwen,1,984,734,250,0.0016,100.0,0.0,0.0,0.0,1597.0,1597.0,1597.0,349.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0,984.0,0.3406,0.0016,0.0016,0.0
2026-05-17 12:00:00,DeepSeek,73,45435,31447,13988,0.0545,97.2603,2.7397,1.3699,1.3699,5966.0,8694.4,9481.6,8664.4,114.2,10,24,29,0.0,2.7397,13.6986,0.0,2294,622.3973,0.4448,0.0007,0.0008,16.3998
2026-05-17 12:00:00,MiniMax,6,4481,3352,1129,0.0108,83.3333,16.6667,0.0,0.0,1731.0,2523.5,2694.3,825.5,81.75,4,6,5,0.0,0.0,0.0,0.0,125,746.8333,0.3368,0.0018,0.0022,11.0717
2026-05-17 12:00:00,Qwen,1,394,164,230,0.0006,100.0,0.0,0.0,0.0,1226.0,1226.0,1226.0,568.0,98.0,1,1,1,0.0,0.0,0.0,0.0,0,394.0,1.4024,0.0006,0.0006,0.0
2026-05-17 13:00:00,DeepSeek,98,63140,43801,19339,0.0758,96.9388,3.0612,0.0,1.0204,5939.5,7624.0,8788.82,7172.4,124.3,10,27,38,0.0,6.1224,16.3265,0.0,3210,644.2857,0.4415,0.0008,0.0008,16.5986
2026-05-17 13:00:00,MiniMax,8,5698,4477,1221,0.0137,87.5,12.5,12.5,0.0,1276.5,1935.95,1947.99,784.1,107.1,6,7,7,0.0,0.0,0.0,0.0,157,712.25,0.2727,0.0017,0.002,12.8583
