hour,customer_id,request_count,total_tokens,input_tokens,output_tokens,estimated_cost,success_rate,error_rate,rate_limit_rate,server_error_rate,p50_latency_ms,p95_latency_ms,p99_latency_ms,p95_first_token_latency_ms,queue_p95_ms,active_customers,active_keys,distinct_ips,safety_hit_rate,retry_rate,cache_hit_rate,fallback_rate,reasoning_tokens,tokens_per_request,output_input_ratio,cost_per_request,cost_per_success,reasoning_token_share
2026-07-01 07:00:00,C009,1,1175,710,465,0.0014,100.0,0.0,0.0,0.0,9072.0,9072.0,9072.0,7021.0,53.0,1,1,1,0.0,0.0,0.0,0.0,73,1175.0,0.6549,0.0014,0.0014,15.6989
2026-07-01 08:00:00,C001,12,7274,4967,2307,0.0087,100.0,0.0,0.0,0.0,6651.0,10313.95,10362.79,9668.6,104.35,1,3,4,0.0,0.0,25.0,0.0,346,606.1667,0.4645,0.0007,0.0007,14.9978
2026-07-01 08:00:00,C002,14,9923,6633,3290,0.0119,92.8571,7.1429,0.0,7.1429,6903.5,8341.85,9189.97,7304.4,156.0,1,3,4,0.0,14.2857,7.1429,0.0,615,708.7857,0.496,0.0009,0.0009,18.693
2026-07-01 08:00:00,C003,9,6136,4349,1787,0.0082,100.0,0.0,0.0,0.0,6335.0,6714.6,6775.72,5778.8,157.6,1,3,4,0.0,11.1111,11.1111,0.0,291,681.7778,0.4109,0.0009,0.0009,16.2843
2026-07-01 08:00:00,C004,6,3233,2425,808,0.0047,100.0,0.0,0.0,0.0,6506.0,7097.75,7192.35,6554.75,88.25,1,3,3,0.0,0.0,0.0,0.0,140,538.8333,0.3332,0.0008,0.0008,17.3267
2026-07-01 08:00:00,C005,4,2474,1876,598,0.003,100.0,0.0,0.0,0.0,6322.0,10900.55,11527.31,9457.15,154.75,1,2,2,0.0,0.0,0.0,0.0,114,618.5,0.3188,0.0007,0.0007,19.0635
2026-07-01 08:00:00,C006,6,3932,2974,958,0.0047,100.0,0.0,0.0,0.0,6516.5,7593.25,7665.85,6755.25,226.5,1,3,3,0.0,0.0,16.6667,0.0,130,655.3333,0.3221,0.0008,0.0008,13.5699
2026-07-01 08:00:00,C007,5,2933,2476,457,0.0043,100.0,0.0,0.0,0.0,6422.0,6797.6,6802.72,6443.8,123.8,1,2,3,0.0,0.0,20.0,0.0,91,586.6,0.1846,0.0009,0.0009,19.9125
2026-07-01 08:00:00,C008,5,6094,4468,1626,0.0073,60.0,40.0,20.0,20.0,6954.0,7987.8,8087.16,6103.4,64.2,1,3,3,0.0,20.0,0.0,0.0,242,1218.8,0.3639,0.0015,0.0024,14.8831
2026-07-01 08:00:00,C009,2,1163,660,503,0.0014,100.0,0.0,0.0,0.0,6805.0,7184.8,7218.56,4314.0,52.85,1,1,2,0.0,0.0,0.0,0.0,39,581.5,0.7621,0.0007,0.0007,7.7535
2026-07-01 08:00:00,C010,3,2454,2031,423,0.0029,100.0,0.0,0.0,0.0,6741.0,7316.1,7367.22,6961.2,75.9,1,2,2,0.0,33.3333,33.3333,0.0,63,818.0,0.2083,0.001,0.001,14.8936
2026-07-01 09:00:00,C001,21,12083,8181,3902,0.0148,95.2381,4.7619,0.0,0.0,6683.0,7497.0,7681.0,7017.0,138.0,1,3,5,0.0,9.5238,14.2857,0.0,723,575.381,0.477,0.0007,0.0007,18.529
2026-07-01 09:00:00,C002,12,6561,4032,2529,0.0079,100.0,0.0,0.0,0.0,6965.0,9002.4,10046.08,8326.95,178.95,1,3,4,0.0,0.0,25.0,0.0,364,546.75,0.6272,0.0007,0.0007,14.393
2026-07-01 09:00:00,C003,10,7333,5110,2223,0.0096,100.0,0.0,0.0,0.0,6604.5,10572.9,12148.98,8998.7,150.35,1,3,3,0.0,0.0,30.0,0.0,409,733.3,0.435,0.001,0.001,18.3986
2026-07-01 09:00:00,C004,6,3078,2049,1029,0.0037,100.0,0.0,0.0,0.0,6514.5,6856.0,6862.4,5378.5,97.5,1,3,4,0.0,0.0,16.6667,0.0,179,513.0,0.5022,0.0006,0.0006,17.3955
2026-07-01 09:00:00,C005,10,7517,5764,1753,0.0103,90.0,10.0,0.0,0.0,6680.0,7328.05,7346.41,6785.9,146.8,1,3,3,0.0,10.0,10.0,0.0,218,751.7,0.3041,0.001,0.0011,12.4358
2026-07-01 09:00:00,C006,14,10175,7311,2864,0.013,92.8571,7.1429,0.0,0.0,6530.0,7879.4,7933.48,6643.7,154.8,1,3,5,0.0,7.1429,7.1429,0.0,433,726.7857,0.3917,0.0009,0.001,15.1187
2026-07-01 09:00:00,C007,3,2413,1879,534,0.0029,100.0,0.0,0.0,0.0,6620.0,7641.5,7732.3,6483.8,71.3,1,2,1,0.0,0.0,33.3333,0.0,97,804.3333,0.2842,0.001,0.001,18.1648
2026-07-01 09:00:00,C008,6,5540,4176,1364,0.0066,100.0,0.0,0.0,0.0,7185.5,8951.0,9247.0,8454.5,110.75,1,3,2,0.0,0.0,16.6667,0.0,171,923.3333,0.3266,0.0011,0.0011,12.5367
2026-07-01 09:00:00,C009,6,5755,4672,1083,0.0069,100.0,0.0,0.0,0.0,6574.0,7120.0,7208.8,6774.25,126.75,1,2,3,0.0,0.0,0.0,0.0,179,959.1667,0.2318,0.0012,0.0012,16.5282
2026-07-01 09:00:00,C010,5,3619,2445,1174,0.0043,100.0,0.0,0.0,0.0,7566.0,9981.0,9985.0,9319.0,115.6,1,3,3,0.0,20.0,40.0,0.0,217,723.8,0.4802,0.0009,0.0009,18.4838
2026-07-01 10:00:00,C001,27,16486,11617,4869,0.0216,96.2963,3.7037,0.0,3.7037,6498.0,7709.2,10672.2,7208.9,142.7,1,3,5,0.0,3.7037,14.8148,0.0,820,610.5926,0.4191,0.0008,0.0008,16.8412
2026-07-01 10:00:00,C002,16,8406,5754,2652,0.0103,93.75,6.25,0.0,0.0,6624.0,8667.25,10621.45,8263.25,153.25,1,3,5,0.0,6.25,31.25,0.0,392,525.375,0.4609,0.0006,0.0007,14.7813
2026-07-01 10:00:00,C003,25,15239,10568,4671,0.0183,100.0,0.0,0.0,0.0,6749.0,10097.4,10216.04,9637.0,146.6,1,3,4,0.0,0.0,16.0,0.0,675,609.56,0.442,0.0007,0.0007,14.4509
2026-07-01 10:00:00,C004,18,12933,10422,2511,0.0161,88.8889,11.1111,0.0,5.5556,6372.0,7437.15,7492.23,6914.0,125.05,1,3,4,0.0,0.0,16.6667,0.0,394,718.5,0.2409,0.0009,0.001,15.691
2026-07-01 10:00:00,C005,13,8405,5632,2773,0.012,100.0,0.0,0.0,0.0,6559.0,9600.0,9638.4,8459.2,124.8,1,3,4,0.0,0.0,30.7692,0.0,359,646.5385,0.4924,0.0009,0.0009,12.9463
2026-07-01 10:00:00,C006,12,7226,5479,1747,0.0087,100.0,0.0,0.0,0.0,6952.5,8131.7,8178.34,7556.9,188.9,1,3,4,8.3333,0.0,25.0,0.0,287,602.1667,0.3189,0.0007,0.0007,16.4282
2026-07-01 10:00:00,C007,6,4031,3078,953,0.0048,100.0,0.0,0.0,0.0,6588.5,7126.5,7191.7,6452.25,121.25,1,3,5,16.6667,0.0,16.6667,0.0,142,671.8333,0.3096,0.0008,0.0008,14.9003
2026-07-01 10:00:00,C008,9,7771,5450,2321,0.0096,100.0,0.0,0.0,0.0,6878.0,8782.2,9606.84,8158.6,163.2,1,3,2,0.0,0.0,33.3333,0.0,262,863.4444,0.4259,0.0011,0.0011,11.2882
2026-07-01 10:00:00,C009,10,7558,6160,1398,0.0091,100.0,0.0,0.0,0.0,6391.5,10457.65,10566.73,9929.8,191.15,1,3,3,0.0,0.0,0.0,0.0,207,755.8,0.2269,0.0009,0.0009,14.8069
2026-07-01 10:00:00,C010,7,7465,5399,2066,0.009,85.7143,14.2857,14.2857,0.0,7320.0,8681.6,8731.52,7324.6,77.0,1,2,4,0.0,0.0,14.2857,0.0,215,1066.4286,0.3827,0.0013,0.0015,10.4066
2026-07-01 11:00:00,C001,18,10067,6848,3219,0.0135,100.0,0.0,0.0,0.0,6339.5,9545.1,10153.02,9010.85,169.85,1,3,4,0.0,5.5556,11.1111,0.0,527,559.2778,0.4701,0.0007,0.0007,16.3715
2026-07-01 11:00:00,C002,24,13410,9223,4187,0.0173,100.0,0.0,0.0,0.0,6454.5,8238.6,10067.14,7528.6,148.05,1,3,4,0.0,0.0,37.5,0.0,628,558.75,0.454,0.0007,0.0007,14.9988
2026-07-01 11:00:00,C003,34,23151,16384,6767,0.0295,94.1176,5.8824,0.0,2.9412,6613.0,9106.65,10285.08,8039.15,106.35,1,3,5,0.0,2.9412,23.5294,0.0,778,680.9118,0.413,0.0009,0.0009,11.497
2026-07-01 11:00:00,C004,13,8985,6289,2696,0.0108,92.3077,7.6923,0.0,7.6923,6622.0,9376.6,11082.52,8474.2,196.2,1,3,5,0.0,0.0,7.6923,0.0,408,691.1538,0.4287,0.0008,0.0009,15.1335
2026-07-01 11:00:00,C005,13,11001,8455,2546,0.0169,100.0,0.0,0.0,0.0,6569.0,6895.0,6926.2,5488.0,69.0,1,3,2,0.0,15.3846,7.6923,0.0,445,846.2308,0.3011,0.0013,0.0013,17.4784
2026-07-01 11:00:00,C006,9,5154,3906,1248,0.0075,100.0,0.0,0.0,0.0,6278.0,7679.0,7851.8,7047.8,131.6,1,3,4,0.0,11.1111,33.3333,0.0,188,572.6667,0.3195,0.0008,0.0008,15.0641
2026-07-01 11:00:00,C007,9,7899,6394,1505,0.0095,88.8889,11.1111,0.0,0.0,6679.0,9088.4,9628.88,8290.0,134.6,1,3,3,0.0,0.0,22.2222,0.0,311,877.6667,0.2354,0.0011,0.0012,20.6645
2026-07-01 11:00:00,C008,4,3452,2911,541,0.0053,100.0,0.0,0.0,0.0,6569.5,8502.85,8774.17,7667.7,108.65,1,3,2,0.0,0.0,0.0,0.0,77,863.0,0.1858,0.0013,0.0013,14.2329
2026-07-01 11:00:00,C009,4,3055,2296,759,0.0049,100.0,0.0,0.0,0.0,7170.0,9494.1,9715.62,9095.3,61.5,1,3,2,0.0,0.0,25.0,0.0,164,763.75,0.3306,0.0012,0.0012,21.6074
2026-07-01 11:00:00,C010,5,4911,3808,1103,0.0059,100.0,0.0,0.0,0.0,6625.0,8315.2,8647.04,7364.2,82.8,1,3,2,0.0,0.0,40.0,0.0,180,982.2,0.2897,0.0012,0.0012,16.3191
2026-07-01 12:00:00,C001,15,8783,5580,3203,0.0113,100.0,0.0,0.0,0.0,6516.0,8475.9,8919.98,7052.0,120.1,1,3,4,6.6667,0.0,13.3333,0.0,497,585.5333,0.574,0.0008,0.0008,15.5167
2026-07-01 12:00:00,C002,24,13840,9469,4371,0.0175,100.0,0.0,0.0,0.0,6590.5,8132.75,10356.54,7288.25,137.7,1,3,4,0.0,4.1667,20.8333,0.0,715,576.6667,0.4616,0.0007,0.0007,16.3578
2026-07-01 12:00:00,C003,15,9439,7030,2409,0.0113,93.3333,6.6667,0.0,6.6667,6509.0,9366.7,9562.14,8747.5,119.1,1,3,4,0.0,0.0,33.3333,0.0,358,629.2667,0.3427,0.0008,0.0008,14.8609
2026-07-01 12:00:00,C004,14,8939,6205,2734,0.0107,100.0,0.0,0.0,0.0,6675.0,8063.95,8644.79,7340.0,154.8,1,3,4,0.0,7.1429,21.4286,0.0,524,638.5,0.4406,0.0008,0.0008,19.1661
2026-07-01 12:00:00,C005,18,12811,9651,3160,0.0168,83.3333,16.6667,11.1111,0.0,6416.0,9145.3,10656.26,7987.5,134.3,1,3,4,5.5556,5.5556,11.1111,0.0,520,711.7222,0.3274,0.0009,0.0011,16.4557
2026-07-01 12:00:00,C006,13,8637,6641,1996,0.0108,100.0,0.0,0.0,0.0,6291.0,9839.0,10741.4,8950.6,235.8,1,3,4,0.0,0.0,7.6923,0.0,372,664.3846,0.3006,0.0008,0.0008,18.6373
2026-07-01 12:00:00,C007,14,12816,9518,3298,0.0163,100.0,0.0,0.0,0.0,6456.0,7644.8,8304.16,6032.7,158.15,1,3,4,7.1429,7.1429,0.0,0.0,630,915.4286,0.3465,0.0012,0.0012,19.1025
2026-07-01 12:00:00,C008,5,2864,1698,1166,0.0036,100.0,0.0,0.0,0.0,6112.0,7858.8,8057.36,6926.0,88.0,1,2,2,0.0,0.0,0.0,0.0,191,572.8,0.6867,0.0007,0.0007,16.3808
2026-07-01 12:00:00,C009,6,3963,3148,815,0.005,100.0,0.0,0.0,0.0,6371.5,6492.0,6497.6,5823.5,48.0,1,3,4,0.0,0.0,16.6667,0.0,98,660.5,0.2589,0.0008,0.0008,12.0245
2026-07-01 12:00:00,C010,7,5446,3803,1643,0.0065,100.0,0.0,0.0,0.0,6616.0,8024.1,8204.82,7165.7,63.9,1,3,3,0.0,14.2857,14.2857,0.0,372,778.0,0.432,0.0009,0.0009,22.6415
2026-07-01 13:00:00,C001,15,9901,7042,2859,0.0119,100.0,0.0,0.0,0.0,6666.0,9035.2,9821.44,8188.1,106.1,1,3,3,6.6667,13.3333,13.3333,0.0,450,660.0667,0.406,0.0008,0.0008,15.7398
2026-07-01 13:00:00,C002,15,9845,7136,2709,0.0124,100.0,0.0,0.0,0.0,6610.0,8670.6,9892.52,8063.7,169.7,1,3,4,0.0,6.6667,26.6667,0.0,423,656.3333,0.3796,0.0008,0.0008,15.6146
2026-07-01 13:00:00,C003,19,12447,8532,3915,0.0149,89.4737,10.5263,5.2632,0.0,6817.0,9085.5,10658.7,8443.9,190.2,1,3,4,0.0,0.0,21.0526,0.0,686,655.1053,0.4589,0.0008,0.0009,17.5223
2026-07-01 13:00:00,C004,10,5817,3646,2171,0.0084,100.0,0.0,0.0,0.0,6492.0,7672.0,7736.8,6961.9,162.9,1,3,3,0.0,0.0,0.0,0.0,326,581.7,0.5954,0.0008,0.0008,15.0161
2026-07-01 13:00:00,C005,13,9695,6243,3452,0.0116,100.0,0.0,0.0,0.0,6774.0,8270.6,8481.32,6671.0,154.4,1,3,4,0.0,7.6923,30.7692,0.0,503,745.7692,0.5529,0.0009,0.0009,14.5713
2026-07-01 13:00:00,C006,12,10232,7396,2836,0.0125,91.6667,8.3333,8.3333,0.0,6898.0,8419.25,8764.65,7434.35,176.2,1,3,5,0.0,0.0,16.6667,0.0,494,852.6667,0.3835,0.001,0.0011,17.4189
2026-07-01 13:00:00,C007,6,5063,3809,1254,0.0061,100.0,0.0,0.0,0.0,6640.0,7549.0,7756.2,6678.5,138.5,1,3,4,0.0,0.0,33.3333,0.0,206,843.8333,0.3292,0.001,0.001,16.4274
2026-07-01 13:00:00,C008,3,3448,2617,831,0.0041,100.0,0.0,0.0,0.0,7498.0,7876.0,7909.6,6743.4,76.5,1,3,1,0.0,0.0,33.3333,0.0,101,1149.3333,0.3175,0.0014,0.0014,12.154
2026-07-01 13:00:00,C009,8,6539,4806,1733,0.0078,87.5,12.5,12.5,0.0,6612.5,7488.6,7489.72,6209.65,152.2,1,2,4,0.0,0.0,25.0,0.0,325,817.375,0.3606,0.001,0.0011,18.7536
2026-07-01 13:00:00,C010,6,5041,3982,1059,0.006,100.0,0.0,0.0,0.0,6555.5,9363.5,10078.3,8422.25,116.5,1,3,3,0.0,0.0,16.6667,0.0,180,840.1667,0.2659,0.001,0.001,16.9972
2026-07-01 14:00:00,C001,21,13077,9466,3611,0.0158,95.2381,4.7619,0.0,0.0,6987.0,10057.0,10589.0,10027.0,148.0,1,3,4,0.0,0.0,19.0476,0.0,466,622.7143,0.3815,0.0008,0.0008,12.905
2026-07-01 14:00:00,C002,25,14281,8007,6274,0.0187,88.0,12.0,0.0,4.0,6516.0,9806.2,10151.76,7741.0,172.0,1,3,4,0.0,0.0,16.0,0.0,694,571.24,0.7836,0.0007,0.0008,11.0615
2026-07-01 14:00:00,C003,21,16443,11038,5405,0.0238,90.4762,9.5238,0.0,4.7619,6505.0,8368.0,9254.4,7839.0,247.0,1,3,4,0.0,0.0,28.5714,0.0,672,783.0,0.4897,0.0011,0.0013,12.4329
2026-07-01 14:00:00,C004,16,12401,8615,3786,0.0168,100.0,0.0,0.0,0.0,7048.0,10190.75,10233.35,9530.75,158.25,1,3,3,0.0,0.0,31.25,6.25,657,775.0625,0.4395,0.001,0.001,17.3534
2026-07-01 14:00:00,C005,7,4001,2629,1372,0.0048,71.4286,28.5714,0.0,0.0,6654.0,7819.8,7969.56,6994.3,51.1,1,3,4,0.0,14.2857,28.5714,0.0,298,571.5714,0.5219,0.0007,0.001,21.7201
2026-07-01 14:00:00,C006,19,14453,10327,4126,0.0191,100.0,0.0,0.0,0.0,6697.0,8969.6,10262.72,7774.6,144.5,1,3,4,5.2632,0.0,21.0526,5.2632,607,760.6842,0.3995,0.001,0.001,14.7116
2026-07-01 14:00:00,C007,7,4834,2896,1938,0.0058,100.0,0.0,0.0,0.0,6649.0,7924.5,7973.7,6319.6,131.3,1,3,3,0.0,0.0,28.5714,0.0,355,690.5714,0.6692,0.0008,0.0008,18.3179
2026-07-01 14:00:00,C008,3,1895,1321,574,0.0023,100.0,0.0,0.0,0.0,6635.0,8270.3,8415.66,7221.3,40.7,1,2,2,0.0,33.3333,0.0,0.0,124,631.6667,0.4345,0.0008,0.0008,21.6028
2026-07-01 14:00:00,C009,3,2869,2133,736,0.0038,100.0,0.0,0.0,0.0,7141.0,7363.3,7383.06,5950.0,118.8,1,3,2,0.0,0.0,0.0,0.0,110,956.3333,0.3451,0.0013,0.0013,14.9457
2026-07-01 14:00:00,C010,6,3763,2720,1043,0.0053,100.0,0.0,0.0,0.0,6154.0,6982.25,7105.25,5875.0,113.5,1,2,3,0.0,0.0,33.3333,0.0,107,627.1667,0.3835,0.0009,0.0009,10.2589
2026-07-01 15:00:00,C001,19,11132,7683,3449,0.0135,94.7368,5.2632,5.2632,0.0,6312.0,8667.2,9151.04,7437.7,99.1,1,3,5,0.0,0.0,31.5789,0.0,501,585.8947,0.4489,0.0007,0.0008,14.5259
2026-07-01 15:00:00,C002,19,12831,8545,4286,0.0155,89.4737,10.5263,0.0,5.2632,6671.0,10326.8,11664.56,9004.7,130.8,1,3,4,5.2632,10.5263,15.7895,0.0,878,675.3158,0.5016,0.0008,0.0009,20.4853
2026-07-01 15:00:00,C003,16,10507,6794,3713,0.0132,93.75,6.25,6.25,0.0,6412.0,9871.0,10343.8,8656.25,239.5,1,3,4,0.0,0.0,43.75,0.0,597,656.6875,0.5465,0.0008,0.0009,16.0786
2026-07-01 15:00:00,C004,11,15939,13930,2009,0.0198,100.0,0.0,0.0,0.0,6534.0,9775.0,10651.0,9117.0,205.5,1,3,4,9.0909,9.0909,9.0909,0.0,371,1449.0,0.1442,0.0018,0.0018,18.4669
2026-07-01 15:00:00,C005,14,11132,8388,2744,0.0134,92.8571,7.1429,7.1429,0.0,6500.0,7411.2,7531.84,6629.2,116.7,1,3,5,0.0,0.0,7.1429,0.0,380,795.1429,0.3271,0.001,0.001,13.8484
2026-07-01 15:00:00,C006,12,8734,7030,1704,0.0105,100.0,0.0,0.0,0.0,6618.5,9498.75,10314.95,8700.8,97.65,1,3,4,0.0,0.0,8.3333,0.0,281,727.8333,0.2424,0.0009,0.0009,16.4906
2026-07-01 15:00:00,C007,6,4351,3056,1295,0.0052,100.0,0.0,0.0,0.0,7248.5,9943.0,10193.4,9296.0,107.75,1,3,3,0.0,0.0,33.3333,0.0,181,725.1667,0.4238,0.0009,0.0009,13.9768
2026-07-01 15:00:00,C008,10,9319,6987,2332,0.0112,90.0,10.0,0.0,0.0,6583.5,9248.55,10040.91,8233.7,135.2,1,3,4,0.0,0.0,10.0,0.0,363,931.9,0.3338,0.0011,0.0012,15.566
2026-07-01 15:00:00,C009,7,7457,6077,1380,0.011,100.0,0.0,0.0,0.0,7011.0,9637.2,10037.04,9251.7,157.4,1,3,2,14.2857,0.0,14.2857,0.0,181,1065.2857,0.2271,0.0016,0.0016,13.1159
2026-07-01 15:00:00,C010,4,2523,1808,715,0.003,100.0,0.0,0.0,0.0,6733.5,7120.45,7163.29,5324.35,132.5,1,3,2,0.0,0.0,25.0,0.0,79,630.75,0.3955,0.0008,0.0008,11.049
2026-07-01 16:00:00,C001,25,14165,8952,5213,0.0182,88.0,12.0,4.0,0.0,6458.0,7995.8,8993.64,7129.8,132.4,1,3,5,0.0,8.0,24.0,0.0,813,566.6,0.5823,0.0007,0.0008,15.5956
2026-07-01 16:00:00,C002,13,9033,5957,3076,0.0137,100.0,0.0,0.0,0.0,6474.0,9687.0,10714.2,7984.6,149.0,1,3,5,0.0,0.0,0.0,0.0,498,694.8462,0.5164,0.0011,0.0011,16.1899
2026-07-01 16:00:00,C003,18,12094,7968,4126,0.0145,94.4444,5.5556,0.0,5.5556,6862.0,7910.9,8078.18,6885.4,109.6,1,3,5,5.5556,5.5556,16.6667,0.0,671,671.8889,0.5178,0.0008,0.0009,16.2627
2026-07-01 16:00:00,C004,9,5491,4042,1449,0.0066,88.8889,11.1111,0.0,0.0,6417.0,7485.6,7501.92,6917.6,104.4,1,3,3,0.0,0.0,22.2222,0.0,264,610.1111,0.3585,0.0007,0.0008,18.2195
2026-07-01 16:00:00,C005,10,8285,5383,2902,0.0102,90.0,10.0,0.0,10.0,6326.0,7563.85,7623.97,5705.0,96.45,1,3,4,0.0,10.0,10.0,0.0,469,828.5,0.5391,0.001,0.0011,16.1613
2026-07-01 16:00:00,C006,8,5614,4209,1405,0.0067,100.0,0.0,0.0,0.0,6685.5,7664.3,7681.66,6202.35,208.1,1,3,3,0.0,0.0,12.5,0.0,241,701.75,0.3338,0.0008,0.0008,17.153
2026-07-01 16:00:00,C007,8,6237,4468,1769,0.0075,100.0,0.0,0.0,0.0,6740.0,7123.75,7183.95,6248.55,126.95,1,3,4,0.0,0.0,0.0,0.0,302,779.625,0.3959,0.0009,0.0009,17.0718
2026-07-01 16:00:00,C008,7,4944,3457,1487,0.0061,100.0,0.0,0.0,0.0,6762.0,8813.7,9099.54,7911.1,133.3,1,3,2,14.2857,0.0,0.0,0.0,293,706.2857,0.4301,0.0009,0.0009,19.7041
2026-07-01 16:00:00,C009,4,3380,2211,1169,0.0041,100.0,0.0,0.0,0.0,7332.5,8003.15,8079.83,6845.4,119.45,1,2,2,0.0,25.0,0.0,0.0,198,845.0,0.5287,0.001,0.001,16.9376
2026-07-01 16:00:00,C010,4,4547,3697,850,0.0055,100.0,0.0,0.0,0.0,8121.0,10805.55,11105.91,10378.4,233.45,1,2,2,0.0,0.0,0.0,0.0,142,1136.75,0.2299,0.0014,0.0014,16.7059
2026-07-01 17:00:00,C001,20,11689,7898,3791,0.014,95.0,5.0,5.0,0.0,7188.5,10123.65,10361.53,9794.8,164.0,1,3,4,0.0,15.0,30.0,0.0,591,584.45,0.48,0.0007,0.0007,15.5896
2026-07-01 17:00:00,C002,15,11230,7638,3592,0.0142,100.0,0.0,0.0,0.0,6700.0,8415.5,8636.7,7657.2,130.0,1,3,3,0.0,0.0,0.0,0.0,451,748.6667,0.4703,0.0009,0.0009,12.5557
2026-07-01 17:00:00,C003,19,10494,6428,4066,0.0129,100.0,0.0,0.0,0.0,6550.0,9181.9,10145.98,7927.6,143.8,1,3,5,0.0,5.2632,26.3158,0.0,660,552.3158,0.6325,0.0007,0.0007,16.2322
2026-07-01 17:00:00,C004,12,8771,6441,2330,0.0109,91.6667,8.3333,0.0,0.0,7090.5,8289.95,8382.79,7372.3,137.15,1,3,3,0.0,0.0,41.6667,0.0,396,730.9167,0.3617,0.0009,0.001,16.9957
2026-07-01 17:00:00,C005,11,6815,4959,1856,0.0084,90.9091,9.0909,0.0,0.0,6441.0,7077.5,7129.9,6401.5,257.0,1,3,4,9.0909,18.1818,0.0,0.0,306,619.5455,0.3743,0.0008,0.0008,16.4871
2026-07-01 17:00:00,C006,10,7978,6019,1959,0.0096,100.0,0.0,0.0,0.0,6610.0,9696.55,10452.91,9004.45,98.35,1,3,3,0.0,0.0,0.0,0.0,340,797.8,0.3255,0.001,0.001,17.3558
2026-07-01 17:00:00,C007,9,6480,4880,1600,0.0078,100.0,0.0,0.0,0.0,6613.0,7752.4,7992.08,6819.2,75.4,1,3,4,0.0,0.0,44.4444,0.0,252,720.0,0.3279,0.0009,0.0009,15.75
2026-07-01 17:00:00,C008,5,2908,1966,942,0.0042,100.0,0.0,0.0,0.0,6562.0,8725.6,9144.32,8085.8,76.6,1,3,2,0.0,0.0,60.0,0.0,135,581.6,0.4791,0.0008,0.0008,14.3312
2026-07-01 17:00:00,C009,5,3674,2475,1199,0.0044,100.0,0.0,0.0,0.0,6697.0,7062.0,7115.6,6126.8,94.2,1,2,2,0.0,0.0,20.0,0.0,264,734.8,0.4844,0.0009,0.0009,22.0183
2026-07-01 17:00:00,C010,4,2273,1639,634,0.0027,75.0,25.0,0.0,25.0,6396.0,7391.25,7497.45,6084.95,81.45,1,3,3,0.0,25.0,0.0,0.0,95,568.25,0.3868,0.0007,0.0009,14.9842
2026-07-01 18:00:00,C001,12,8487,6465,2022,0.011,83.3333,16.6667,8.3333,8.3333,6205.5,6483.8,6503.16,5574.75,110.55,1,3,4,8.3333,0.0,25.0,0.0,206,707.25,0.3128,0.0009,0.0011,10.1879
2026-07-01 18:00:00,C002,10,4677,2997,1680,0.0056,100.0,0.0,0.0,0.0,6456.5,6994.75,6996.55,5933.65,203.7,1,3,3,0.0,0.0,0.0,0.0,266,467.7,0.5606,0.0006,0.0006,15.8333
2026-07-01 18:00:00,C003,7,5437,3800,1637,0.0065,100.0,0.0,0.0,0.0,6496.0,7220.2,7310.44,6265.2,82.4,1,2,4,0.0,0.0,0.0,0.0,273,776.7143,0.4308,0.0009,0.0009,16.6768
2026-07-01 18:00:00,C004,8,6606,5251,1355,0.0083,100.0,0.0,0.0,0.0,6320.0,6929.9,6937.18,6096.8,136.1,1,3,3,0.0,0.0,0.0,0.0,259,825.75,0.258,0.001,0.001,19.1144
2026-07-01 18:00:00,C005,10,6152,4439,1713,0.0081,90.0,10.0,0.0,10.0,6618.5,8332.75,9097.75,6974.3,149.6,1,3,3,0.0,10.0,10.0,0.0,308,615.2,0.3859,0.0008,0.0009,17.9802
2026-07-01 18:00:00,C006,8,4668,2795,1873,0.006,100.0,0.0,0.0,0.0,6529.0,8750.6,9087.72,8283.0,99.9,1,3,4,0.0,12.5,25.0,0.0,323,583.5,0.6701,0.0007,0.0007,17.2451
2026-07-01 18:00:00,C007,3,1539,1137,402,0.0018,100.0,0.0,0.0,0.0,6307.0,7185.4,7263.48,6338.8,134.2,1,2,3,0.0,0.0,0.0,0.0,72,513.0,0.3536,0.0006,0.0006,17.9104
2026-07-01 18:00:00,C008,4,2264,1742,522,0.0027,75.0,25.0,0.0,25.0,6507.0,6961.95,7020.39,6428.75,112.7,1,2,2,0.0,25.0,25.0,0.0,88,566.0,0.2997,0.0007,0.0009,16.8582
2026-07-01 18:00:00,C009,4,6322,5090,1232,0.0079,100.0,0.0,0.0,0.0,6570.0,9089.5,9419.5,5935.95,68.25,1,3,3,0.0,0.0,25.0,0.0,191,1580.5,0.242,0.002,0.002,15.5032
2026-07-01 18:00:00,C010,2,2666,1966,700,0.0038,100.0,0.0,0.0,0.0,4031.0,6682.4,6918.08,476.9,82.85,1,2,2,0.0,0.0,0.0,0.0,100,1333.0,0.3561,0.0019,0.0019,14.2857
2026-07-01 19:00:00,C001,15,7888,5540,2348,0.0098,100.0,0.0,0.0,0.0,6495.0,7994.5,8456.5,7448.3,159.0,1,3,4,0.0,0.0,20.0,0.0,318,525.8667,0.4238,0.0007,0.0007,13.5434
2026-07-01 19:00:00,C002,14,9979,5615,4364,0.012,92.8571,7.1429,0.0,7.1429,6884.0,10273.5,10330.7,9427.1,124.7,1,3,1,0.0,7.1429,14.2857,0.0,629,712.7857,0.7772,0.0009,0.0009,14.4134
