hour,model_id,request_count,total_tokens,input_tokens,output_tokens,estimated_cost,success_rate,error_rate,rate_limit_rate,server_error_rate,p50_latency_ms,p95_latency_ms,p99_latency_ms,p95_first_token_latency_ms,queue_p95_ms,active_customers,active_keys,distinct_ips,safety_hit_rate,retry_rate,cache_hit_rate,fallback_rate,reasoning_tokens,tokens_per_request,output_input_ratio,cost_per_request,cost_per_success,reasoning_token_share
2026-06-07 08:00:00,gpt-4.1-mini,28,22627,16831,5796,0.0543,89.2857,10.7143,7.1429,3.5714,2001.5,2980.1,3540.11,548.55,110.8,9,22,19,0.0,3.5714,14.2857,0.0,825,808.1071,0.3444,0.0019,0.0022,14.234
2026-06-07 08:00:00,qwen-plus,15,9981,7107,2874,0.016,100.0,0.0,0.0,0.0,1812.0,2720.6,3365.72,532.7,134.4,6,11,13,0.0,6.6667,20.0,0.0,0,665.4,0.4044,0.0011,0.0011,0.0
2026-06-07 09:00:00,deepseek-chat,24,14173,10191,3982,0.017,87.5,12.5,0.0,4.1667,1572.5,2207.8,2223.31,565.05,138.25,9,16,18,4.1667,0.0,12.5,0.0,635,590.5417,0.3907,0.0007,0.0008,15.9468
2026-06-07 09:00:00,gpt-4.1-mini,39,29842,22181,7661,0.0716,94.8718,5.1282,0.0,2.5641,1984.0,2805.3,2963.64,615.0,140.0,10,19,20,0.0,5.1282,10.2564,2.5641,1341,765.1795,0.3454,0.0018,0.0019,17.5042
2026-06-07 09:00:00,qwen-plus,28,17843,13607,4236,0.0285,89.2857,10.7143,0.0,7.1429,1600.0,2243.6,2653.51,570.65,160.05,9,19,19,3.5714,10.7143,21.4286,3.5714,0,637.25,0.3113,0.001,0.0011,0.0
2026-06-07 10:00:00,deepseek-chat,20,16581,12829,3752,0.0199,100.0,0.0,0.0,0.0,1652.5,2179.35,2275.87,504.3,123.75,9,17,15,0.0,0.0,45.0,0.0,580,829.05,0.2925,0.001,0.001,15.4584
2026-06-07 10:00:00,gpt-4.1-mini,38,27896,20119,7777,0.0669,94.7368,5.2632,0.0,2.6316,2015.0,2967.55,3684.91,703.6,164.0,9,20,23,2.6316,2.6316,7.8947,0.0,1406,734.1053,0.3866,0.0018,0.0019,18.079
2026-06-07 10:00:00,qwen-plus,26,15467,10430,5037,0.0247,100.0,0.0,0.0,0.0,1759.5,2641.75,3051.5,523.5,127.0,8,16,18,0.0,3.8462,11.5385,0.0,0,594.8846,0.4829,0.001,0.001,0.0
2026-06-07 11:00:00,deepseek-chat,19,14729,10236,4493,0.0177,100.0,0.0,0.0,0.0,1717.0,2532.5,3133.7,505.3,114.7,8,13,16,0.0,0.0,31.5789,10.5263,832,775.2105,0.4389,0.0009,0.0009,18.5177
2026-06-07 11:00:00,gpt-4.1-mini,36,25650,17839,7811,0.0616,100.0,0.0,0.0,0.0,2064.5,2810.75,3957.0,658.25,165.75,10,19,20,0.0,5.5556,19.4444,0.0,1451,712.5,0.4379,0.0017,0.0017,18.5764
2026-06-07 11:00:00,qwen-plus,19,12901,8802,4099,0.0206,78.9474,21.0526,10.5263,5.2632,1881.0,2269.2,2313.84,645.2,286.2,9,15,13,5.2632,21.0526,10.5263,0.0,0,679.0,0.4657,0.0011,0.0014,0.0
2026-06-07 12:00:00,deepseek-chat,19,13844,9870,3974,0.0166,100.0,0.0,0.0,0.0,1738.0,2224.1,2988.02,501.5,132.1,7,13,15,5.2632,5.2632,5.2632,0.0,596,728.6316,0.4026,0.0009,0.0009,14.9975
2026-06-07 12:00:00,gpt-4.1-mini,30,23748,18243,5505,0.057,100.0,0.0,0.0,0.0,1998.0,2955.1,3072.46,694.45,228.55,10,17,17,0.0,6.6667,10.0,3.3333,941,791.6,0.3018,0.0019,0.0019,17.0936
2026-06-07 12:00:00,qwen-plus,22,14814,9222,5592,0.0237,100.0,0.0,0.0,0.0,1894.5,3072.4,3424.91,539.9,136.1,8,16,18,0.0,0.0,9.0909,0.0,0,673.3636,0.6064,0.0011,0.0011,0.0
2026-06-07 13:00:00,deepseek-chat,26,14676,9502,5174,0.0176,96.1538,3.8462,0.0,3.8462,1713.0,2256.25,2695.5,515.75,135.5,9,16,16,3.8462,0.0,19.2308,0.0,871,564.4615,0.5445,0.0007,0.0007,16.8342
2026-06-07 13:00:00,gpt-4.1-mini,41,26034,18986,7048,0.0625,97.561,2.439,0.0,2.439,1965.0,2967.0,3331.0,635.0,191.0,9,19,22,0.0,7.3171,4.878,2.439,1197,634.9756,0.3712,0.0015,0.0016,16.9835
2026-06-07 13:00:00,qwen-plus,23,14508,10295,4213,0.0232,100.0,0.0,0.0,0.0,1661.0,2386.0,3726.12,550.0,172.1,8,14,14,0.0,8.6957,21.7391,0.0,0,630.7826,0.4092,0.001,0.001,0.0
2026-06-07 14:00:00,deepseek-chat,18,12940,9324,3616,0.0155,100.0,0.0,0.0,0.0,1694.5,2453.5,2555.5,541.9,159.45,9,14,14,0.0,0.0,16.6667,0.0,629,718.8889,0.3878,0.0009,0.0009,17.3949
2026-06-07 14:00:00,gpt-4.1-mini,42,30573,21517,9056,0.0734,97.619,2.381,2.381,0.0,1990.0,2996.0,3120.2,714.3,156.75,10,21,21,0.0,0.0,21.4286,0.0,1380,727.9286,0.4209,0.0017,0.0018,15.2385
2026-06-07 14:00:00,qwen-plus,25,16084,9947,6137,0.0257,96.0,4.0,4.0,0.0,1859.0,2653.2,2971.48,645.8,230.2,10,16,17,0.0,4.0,20.0,0.0,0,643.36,0.617,0.001,0.0011,0.0
2026-06-07 15:00:00,deepseek-chat,12,6570,4865,1705,0.0079,91.6667,8.3333,0.0,0.0,1481.0,2037.15,2101.83,499.8,130.7,5,9,8,0.0,25.0,8.3333,0.0,237,547.5,0.3505,0.0007,0.0007,13.9003
2026-06-07 15:00:00,gpt-4.1-mini,47,27443,18026,9417,0.0659,95.7447,4.2553,0.0,4.2553,2027.0,2843.4,3256.92,609.9,148.1,9,21,21,0.0,4.2553,21.2766,2.1277,1539,583.8936,0.5224,0.0014,0.0015,16.3428
2026-06-07 15:00:00,qwen-plus,20,14525,11107,3418,0.0232,95.0,5.0,0.0,5.0,1643.0,2123.85,2668.77,584.6,160.45,9,15,16,0.0,0.0,25.0,0.0,0,726.25,0.3077,0.0012,0.0012,0.0
2026-06-07 16:00:00,deepseek-chat,23,14203,9376,4827,0.017,91.3043,8.6957,4.3478,0.0,1679.0,2716.5,2964.76,573.7,166.8,8,16,18,0.0,8.6957,39.1304,0.0,867,617.5217,0.5148,0.0007,0.0008,17.9615
2026-06-07 16:00:00,gpt-4.1-mini,37,25369,16594,8775,0.0609,91.8919,8.1081,0.0,5.4054,1966.0,3176.0,4350.88,572.0,136.2,9,18,20,2.7027,2.7027,13.5135,0.0,1297,685.6486,0.5288,0.0016,0.0018,14.7806
2026-06-07 16:00:00,qwen-plus,30,19427,13031,6396,0.0311,90.0,10.0,3.3333,3.3333,1812.0,2877.3,4840.83,532.95,146.9,10,19,19,0.0,6.6667,23.3333,0.0,0,647.5667,0.4908,0.001,0.0012,0.0
2026-06-07 17:00:00,deepseek-chat,17,10414,7051,3363,0.0125,100.0,0.0,0.0,0.0,1725.0,2967.6,3052.72,555.8,188.2,6,10,11,0.0,0.0,11.7647,5.8824,543,612.5882,0.477,0.0007,0.0007,16.1463
2026-06-07 17:00:00,gpt-4.1-mini,35,23749,17600,6149,0.057,94.2857,5.7143,5.7143,0.0,1949.0,2570.4,2663.56,640.0,149.8,10,21,21,0.0,2.8571,11.4286,0.0,892,678.5429,0.3494,0.0016,0.0017,14.5064
2026-06-07 17:00:00,qwen-plus,21,17029,12728,4301,0.0272,80.9524,19.0476,14.2857,4.7619,1858.0,2568.0,2774.4,562.0,177.0,8,12,16,0.0,4.7619,28.5714,0.0,0,810.9048,0.3379,0.0013,0.0016,0.0
2026-06-07 18:00:00,deepseek-chat,16,10570,7567,3003,0.0127,100.0,0.0,0.0,0.0,1599.0,2443.5,2466.3,536.5,218.5,6,11,11,0.0,0.0,0.0,0.0,479,660.625,0.3969,0.0008,0.0008,15.9507
2026-06-07 18:00:00,gpt-4.1-mini,26,15907,11068,4839,0.0382,92.3077,7.6923,3.8462,3.8462,1964.0,2566.75,3062.75,627.75,110.25,9,18,23,3.8462,7.6923,30.7692,0.0,753,611.8077,0.4372,0.0015,0.0016,15.5611
2026-06-07 18:00:00,qwen-plus,24,17882,13009,4873,0.0286,95.8333,4.1667,4.1667,0.0,1870.5,2473.6,2614.52,481.55,120.0,9,17,19,4.1667,12.5,4.1667,0.0,0,745.0833,0.3746,0.0012,0.0012,0.0
2026-06-07 19:00:00,deepseek-chat,22,16556,12215,4341,0.0199,100.0,0.0,0.0,0.0,1615.0,2624.95,3641.83,576.95,164.2,7,14,11,0.0,0.0,9.0909,0.0,641,752.5455,0.3554,0.0009,0.0009,14.7662
2026-06-07 19:00:00,gpt-4.1-mini,21,14913,10106,4807,0.0358,100.0,0.0,0.0,0.0,2152.0,2692.0,2800.8,563.0,166.0,9,15,15,0.0,4.7619,14.2857,0.0,797,710.1429,0.4757,0.0017,0.0017,16.58
2026-06-07 19:00:00,qwen-plus,18,12597,9325,3272,0.0202,94.4444,5.5556,0.0,0.0,1746.5,2183.75,2377.55,522.0,155.15,8,11,14,0.0,5.5556,22.2222,0.0,0,699.8333,0.3509,0.0011,0.0012,0.0
2026-06-07 20:00:00,deepseek-chat,17,14765,11249,3516,0.0177,100.0,0.0,0.0,0.0,1741.0,2255.6,2321.52,462.6,179.6,7,13,12,0.0,0.0,0.0,0.0,509,868.5294,0.3126,0.001,0.001,14.4767
2026-06-07 20:00:00,gpt-4.1-mini,22,12673,8086,4587,0.0304,100.0,0.0,0.0,0.0,2006.0,3151.9,4453.63,755.7,214.85,7,14,17,4.5455,0.0,22.7273,0.0,647,576.0455,0.5673,0.0014,0.0014,14.1051
2026-06-07 20:00:00,qwen-plus,17,10810,7812,2998,0.0173,100.0,0.0,0.0,0.0,1827.0,2489.2,2688.24,630.4,122.0,9,13,14,0.0,0.0,11.7647,0.0,0,635.8824,0.3838,0.001,0.001,0.0
2026-06-07 21:00:00,deepseek-chat,16,12602,9301,3301,0.0151,100.0,0.0,0.0,0.0,1660.5,3046.25,3589.25,575.5,126.25,7,12,10,0.0,0.0,6.25,0.0,696,787.625,0.3549,0.0009,0.0009,21.0845
2026-06-07 21:00:00,gpt-4.1-mini,20,12600,8104,4496,0.0302,85.0,15.0,0.0,0.0,2148.0,2735.8,3021.56,624.9,196.7,10,14,16,5.0,0.0,15.0,5.0,743,630.0,0.5548,0.0015,0.0018,16.5258
2026-06-07 21:00:00,qwen-plus,16,10291,7234,3057,0.0165,100.0,0.0,0.0,0.0,1746.5,3477.75,3988.35,572.0,133.75,6,12,9,6.25,0.0,31.25,0.0,0,643.1875,0.4226,0.001,0.001,0.0
2026-06-07 22:00:00,deepseek-chat,3,1466,834,632,0.0018,100.0,0.0,0.0,0.0,1927.0,2476.9,2525.78,415.6,99.1,3,3,3,0.0,0.0,0.0,0.0,85,488.6667,0.7578,0.0006,0.0006,13.4494
2026-06-07 22:00:00,gpt-4.1-mini,12,8421,6277,2144,0.0202,100.0,0.0,0.0,0.0,2075.5,2630.9,2702.18,661.3,166.95,7,10,9,8.3333,0.0,33.3333,0.0,406,701.75,0.3416,0.0017,0.0017,18.9366
2026-06-07 22:00:00,qwen-plus,6,4563,3343,1220,0.0073,100.0,0.0,0.0,0.0,1745.5,2815.0,3026.2,552.75,223.25,5,6,5,16.6667,16.6667,33.3333,0.0,0,760.5,0.3649,0.0012,0.0012,0.0
2026-06-07 23:00:00,deepseek-chat,8,5950,4579,1371,0.0071,100.0,0.0,0.0,0.0,1623.5,2554.55,2853.31,498.6,108.9,5,7,7,12.5,0.0,37.5,0.0,177,743.75,0.2994,0.0009,0.0009,12.9103
2026-06-07 23:00:00,gpt-4.1-mini,12,9490,6839,2651,0.0228,100.0,0.0,0.0,0.0,1875.0,3018.9,3486.18,562.45,91.0,5,9,10,16.6667,8.3333,8.3333,0.0,372,790.8333,0.3876,0.0019,0.0019,14.0324
2026-06-07 23:00:00,qwen-plus,8,5357,4227,1130,0.0086,100.0,0.0,0.0,0.0,1662.0,1885.9,1909.98,559.1,153.8,6,8,8,0.0,0.0,0.0,0.0,0,669.625,0.2673,0.0011,0.0011,0.0
2026-06-08 00:00:00,deepseek-chat,6,3974,2805,1169,0.0048,100.0,0.0,0.0,0.0,1728.0,2056.5,2088.1,540.0,128.75,5,6,6,0.0,0.0,16.6667,0.0,229,662.3333,0.4168,0.0008,0.0008,19.5894
2026-06-08 00:00:00,gpt-4.1-mini,9,7911,5316,2595,0.019,100.0,0.0,0.0,0.0,2010.0,3423.4,3639.08,598.8,176.2,4,6,6,0.0,11.1111,22.2222,0.0,352,879.0,0.4881,0.0021,0.0021,13.5645
2026-06-08 00:00:00,qwen-plus,4,1308,965,343,0.0021,100.0,0.0,0.0,0.0,1423.5,1730.8,1758.16,516.5,140.45,4,4,4,0.0,0.0,25.0,0.0,0,327.0,0.3554,0.0005,0.0005,0.0
2026-06-08 01:00:00,deepseek-chat,8,4841,2970,1871,0.0058,87.5,12.5,0.0,12.5,1693.5,2427.85,2452.77,526.9,104.9,5,7,7,0.0,0.0,12.5,0.0,321,605.125,0.63,0.0007,0.0008,17.1566
2026-06-08 01:00:00,gpt-4.1-mini,11,7499,5090,2409,0.018,100.0,0.0,0.0,0.0,2016.0,3202.0,3378.0,686.0,147.0,6,8,8,0.0,0.0,27.2727,0.0,376,681.7273,0.4733,0.0016,0.0016,15.6081
2026-06-08 01:00:00,qwen-plus,5,3365,1999,1366,0.0054,100.0,0.0,0.0,0.0,1923.0,2278.0,2330.0,518.0,247.8,3,5,4,0.0,20.0,0.0,0.0,0,673.0,0.6833,0.0011,0.0011,0.0
2026-06-08 02:00:00,deepseek-chat,7,5110,3274,1836,0.0061,85.7143,14.2857,0.0,14.2857,1795.0,3008.0,3171.2,543.4,107.9,5,7,6,0.0,0.0,14.2857,0.0,283,730.0,0.5608,0.0009,0.001,15.4139
2026-06-08 02:00:00,gpt-4.1-mini,9,4868,2677,2191,0.0117,100.0,0.0,0.0,0.0,1995.0,3714.0,4190.8,601.4,108.4,6,8,8,0.0,0.0,22.2222,0.0,393,540.8889,0.8185,0.0013,0.0013,17.937
2026-06-08 02:00:00,qwen-plus,8,5431,4102,1329,0.0087,100.0,0.0,0.0,0.0,1698.5,2387.05,2459.01,515.6,74.5,5,7,6,0.0,0.0,0.0,0.0,0,678.875,0.324,0.0011,0.0011,0.0
2026-06-08 03:00:00,deepseek-chat,10,4200,2466,1734,0.005,100.0,0.0,0.0,0.0,1570.0,2234.2,2250.04,613.4,173.65,6,8,7,0.0,0.0,20.0,0.0,254,420.0,0.7032,0.0005,0.0005,14.6482
2026-06-08 03:00:00,gpt-4.1-mini,14,9694,6684,3010,0.0233,100.0,0.0,0.0,0.0,2043.0,2600.45,2645.69,621.5,152.25,6,11,11,0.0,0.0,21.4286,0.0,397,692.4286,0.4503,0.0017,0.0017,13.1894
2026-06-08 03:00:00,qwen-plus,7,4796,3722,1074,0.0077,100.0,0.0,0.0,0.0,1824.0,2302.8,2310.96,600.8,220.1,5,7,6,0.0,0.0,28.5714,0.0,0,685.1429,0.2886,0.0011,0.0011,0.0
2026-06-08 04:00:00,deepseek-chat,8,5382,4342,1040,0.0065,100.0,0.0,0.0,0.0,1555.0,1855.1,1898.22,550.4,165.35,5,5,6,0.0,0.0,12.5,0.0,146,672.75,0.2395,0.0008,0.0008,14.0385
2026-06-08 04:00:00,gpt-4.1-mini,3,1639,1251,388,0.0039,100.0,0.0,0.0,0.0,1874.0,2039.6,2054.32,482.3,47.6,3,3,3,0.0,0.0,33.3333,0.0,39,546.3333,0.3102,0.0013,0.0013,10.0515
2026-06-08 04:00:00,qwen-plus,4,2448,1579,869,0.0039,100.0,0.0,0.0,0.0,2002.5,2146.2,2154.84,402.4,95.1,4,4,4,0.0,0.0,0.0,0.0,0,612.0,0.5503,0.001,0.001,0.0
2026-06-08 05:00:00,deepseek-chat,13,7917,5311,2606,0.0095,92.3077,7.6923,7.6923,0.0,1566.0,2595.2,3182.24,491.6,127.4,8,12,10,0.0,0.0,23.0769,0.0,463,609.0,0.4907,0.0007,0.0008,17.7667
2026-06-08 05:00:00,gpt-4.1-mini,14,10059,7958,2101,0.0241,100.0,0.0,0.0,0.0,1959.0,2331.1,2427.82,632.1,120.55,7,11,11,7.1429,0.0,28.5714,0.0,192,718.5,0.264,0.0017,0.0017,9.1385
2026-06-08 05:00:00,qwen-plus,5,3395,2586,809,0.0054,100.0,0.0,0.0,0.0,1749.0,2248.2,2345.64,480.0,92.6,4,4,4,0.0,0.0,40.0,0.0,0,679.0,0.3128,0.0011,0.0011,0.0
2026-06-08 06:00:00,deepseek-chat,19,12431,7969,4462,0.0149,94.7368,5.2632,0.0,0.0,1637.0,2761.1,3121.82,486.1,135.0,8,15,14,5.2632,0.0,10.5263,5.2632,837,654.2632,0.5599,0.0008,0.0008,18.7584
2026-06-08 06:00:00,gpt-4.1-mini,26,17534,12142,5392,0.0421,96.1538,3.8462,3.8462,0.0,1901.0,2906.5,3355.25,619.25,113.75,8,16,16,3.8462,7.6923,23.0769,0.0,901,674.3846,0.4441,0.0016,0.0017,16.7099
2026-06-08 06:00:00,qwen-plus,22,17602,14336,3266,0.0282,100.0,0.0,0.0,0.0,1634.5,2070.35,2163.85,570.2,169.55,9,13,16,0.0,0.0,18.1818,0.0,0,800.0909,0.2278,0.0013,0.0013,0.0
2026-06-08 07:00:00,deepseek-chat,17,8663,5576,3087,0.0104,94.1176,5.8824,5.8824,0.0,1582.0,2401.4,2821.88,561.4,140.8,7,12,14,0.0,0.0,29.4118,0.0,584,509.5882,0.5536,0.0006,0.0006,18.918
2026-06-08 07:00:00,gpt-4.1-mini,24,16568,12342,4226,0.0398,95.8333,4.1667,0.0,0.0,2019.0,2630.75,3200.83,615.5,144.8,8,17,17,0.0,0.0,8.3333,0.0,717,690.3333,0.3424,0.0017,0.0017,16.9664
2026-06-08 07:00:00,qwen-plus,18,11039,7669,3370,0.0177,94.4444,5.5556,5.5556,0.0,1850.0,2250.55,2493.31,502.8,112.35,7,14,15,0.0,0.0,11.1111,5.5556,0,613.2778,0.4394,0.001,0.001,0.0
2026-06-08 08:00:00,deepseek-chat,12,5430,3541,1889,0.0065,100.0,0.0,0.0,0.0,1639.0,1992.85,2183.37,572.4,93.5,8,10,11,8.3333,0.0,8.3333,0.0,250,452.5,0.5335,0.0005,0.0005,13.2345
2026-06-08 08:00:00,gpt-4.1-mini,30,22263,16456,5807,0.0534,93.3333,6.6667,0.0,6.6667,1981.0,3083.35,3358.83,672.4,139.5,8,16,18,3.3333,3.3333,10.0,0.0,971,742.1,0.3529,0.0018,0.0019,16.7212
2026-06-08 08:00:00,qwen-plus,22,13359,8882,4477,0.0214,90.9091,9.0909,0.0,9.0909,1908.0,2456.5,2599.99,517.9,123.6,8,16,17,0.0,0.0,13.6364,0.0,0,607.2273,0.5041,0.001,0.0011,0.0
2026-06-08 09:00:00,deepseek-chat,27,15772,10587,5185,0.0189,92.5926,7.4074,3.7037,0.0,1674.0,2561.0,2834.42,543.5,158.8,9,15,18,0.0,7.4074,14.8148,0.0,861,584.1481,0.4898,0.0007,0.0008,16.6056
2026-06-08 09:00:00,gpt-4.1-mini,43,30984,23050,7934,0.0744,86.0465,13.9535,2.3256,4.6512,1888.0,2747.0,3296.98,633.1,160.2,9,19,22,2.3256,6.9767,11.6279,0.0,1196,720.5581,0.3442,0.0017,0.002,15.0744
2026-06-08 09:00:00,qwen-plus,23,17157,11934,5223,0.0275,91.3043,8.6957,0.0,4.3478,1828.0,2630.0,2891.96,536.8,139.6,8,15,15,0.0,4.3478,17.3913,0.0,0,745.9565,0.4377,0.0012,0.0013,0.0
2026-06-08 10:00:00,deepseek-chat,22,14474,10095,4379,0.0174,90.9091,9.0909,0.0,9.0909,1743.0,2237.85,2260.54,569.4,225.3,9,15,16,0.0,9.0909,18.1818,0.0,933,657.9091,0.4338,0.0008,0.0009,21.3062
2026-06-08 10:00:00,gpt-4.1-mini,56,39378,27989,11389,0.0945,91.0714,8.9286,5.3571,1.7857,1990.5,3002.0,3057.95,647.5,148.5,10,25,27,1.7857,5.3571,19.6429,1.7857,1701,703.1786,0.4069,0.0017,0.0019,14.9355
2026-06-08 10:00:00,qwen-plus,34,21472,14144,7328,0.0344,100.0,0.0,0.0,0.0,1870.5,2453.05,2781.99,574.55,149.2,9,21,19,0.0,5.8824,11.7647,2.9412,0,631.5294,0.5181,0.001,0.001,0.0
2026-06-08 11:00:00,deepseek-chat,26,20024,14291,5733,0.024,96.1538,3.8462,0.0,0.0,1677.5,2788.25,3014.75,556.25,199.25,7,13,18,0.0,0.0,15.3846,3.8462,849,770.1538,0.4012,0.0009,0.001,14.809
2026-06-08 11:00:00,gpt-4.1-mini,43,30063,20119,9944,0.0721,97.6744,2.3256,0.0,0.0,2047.0,2854.8,2916.78,620.8,133.2,10,22,23,0.0,6.9767,20.9302,0.0,1442,699.1395,0.4943,0.0017,0.0017,14.5012
2026-06-08 11:00:00,qwen-plus,30,22631,17468,5163,0.0362,96.6667,3.3333,0.0,0.0,1745.5,2518.45,2782.62,602.25,167.0,10,19,22,3.3333,6.6667,20.0,0.0,0,754.3667,0.2956,0.0012,0.0012,0.0
2026-06-08 12:00:00,deepseek-chat,19,11988,8756,3232,0.0144,89.4737,10.5263,5.2632,0.0,1750.0,2340.8,2360.96,571.0,138.2,8,13,15,0.0,5.2632,21.0526,0.0,445,630.9474,0.3691,0.0008,0.0008,13.7686
2026-06-08 12:00:00,gpt-4.1-mini,55,36377,25852,10525,0.0873,94.5455,5.4545,0.0,1.8182,1977.0,2742.6,3027.5,620.9,170.9,10,23,30,3.6364,5.4545,16.3636,1.8182,1690,661.4,0.4071,0.0016,0.0017,16.057
2026-06-08 12:00:00,qwen-plus,34,21054,14199,6855,0.0337,97.0588,2.9412,0.0,2.9412,1863.5,2553.7,2585.15,558.35,192.4,9,21,18,0.0,0.0,32.3529,0.0,0,619.2353,0.4828,0.001,0.001,0.0
2026-06-08 13:00:00,deepseek-chat,24,14722,9739,4983,0.0177,100.0,0.0,0.0,0.0,1712.5,2505.1,3474.07,503.05,183.3,9,15,13,0.0,4.1667,20.8333,4.1667,730,613.4167,0.5117,0.0007,0.0007,14.6498
2026-06-08 13:00:00,gpt-4.1-mini,60,41650,29792,11858,0.1,96.6667,3.3333,1.6667,1.6667,2010.5,2794.05,3478.77,619.2,179.75,10,20,28,1.6667,3.3333,16.6667,0.0,1913,694.1667,0.398,0.0017,0.0017,16.1326
2026-06-08 13:00:00,qwen-plus,45,31798,22869,8929,0.0509,97.7778,2.2222,2.2222,0.0,1748.0,2567.4,3056.04,515.0,143.0,10,21,23,0.0,4.4444,20.0,2.2222,0,706.6222,0.3904,0.0011,0.0012,0.0
2026-06-08 14:00:00,deepseek-chat,22,13634,7307,6327,0.0164,81.8182,18.1818,4.5455,13.6364,2037.5,3039.4,3721.45,567.95,191.4,7,17,15,0.0,0.0,22.7273,0.0,989,619.7273,0.8659,0.0007,0.0009,15.6314
2026-06-08 14:00:00,gpt-4.1-mini,46,31728,22422,9306,0.0762,97.8261,2.1739,2.1739,0.0,2089.0,2921.0,3277.95,655.75,220.75,10,23,26,2.1739,4.3478,17.3913,0.0,1487,689.7391,0.415,0.0017,0.0017,15.9789
2026-06-08 14:00:00,qwen-plus,23,13370,9362,4008,0.0214,95.6522,4.3478,0.0,0.0,1635.0,2203.8,2357.62,552.4,134.7,7,15,14,0.0,0.0,13.0435,0.0,0,581.3043,0.4281,0.0009,0.001,0.0
2026-06-08 15:00:00,deepseek-chat,33,21114,15332,5782,0.0253,93.9394,6.0606,0.0,0.0,1651.0,2321.6,2719.84,548.0,161.8,10,18,22,3.0303,6.0606,30.303,0.0,1002,639.8182,0.3771,0.0008,0.0008,17.3296
2026-06-08 15:00:00,gpt-4.1-mini,61,36133,23527,12606,0.0867,93.4426,6.5574,0.0,4.918,1958.0,3308.0,3865.6,697.0,162.0,9,23,26,0.0,9.8361,14.7541,0.0,2113,592.3443,0.5358,0.0014,0.0015,16.7619
2026-06-08 15:00:00,qwen-plus,34,23367,15544,7823,0.0374,91.1765,8.8235,2.9412,5.8824,1848.0,2621.55,3293.21,612.65,152.15,9,21,21,5.8824,5.8824,20.5882,2.9412,0,687.2647,0.5033,0.0011,0.0012,0.0
2026-06-08 16:00:00,deepseek-chat,32,20592,14456,6136,0.0247,96.875,3.125,3.125,0.0,1663.5,2643.85,2865.11,507.95,160.4,9,17,20,12.5,3.125,18.75,0.0,1168,643.5,0.4245,0.0008,0.0008,19.0352
2026-06-08 16:00:00,gpt-4.1-mini,46,32560,22236,10324,0.0781,91.3043,8.6957,4.3478,2.1739,2064.0,2920.5,3040.2,647.0,159.0,9,23,24,0.0,8.6957,34.7826,0.0,1647,707.8261,0.4643,0.0017,0.0019,15.9531
2026-06-08 16:00:00,qwen-plus,31,18449,12692,5757,0.0295,96.7742,3.2258,0.0,0.0,1771.0,2741.0,3023.2,561.0,111.0,7,15,13,0.0,6.4516,16.129,6.4516,0,595.129,0.4536,0.001,0.001,0.0
2026-06-08 17:00:00,deepseek-chat,32,19806,13976,5830,0.0238,90.625,9.375,0.0,9.375,1555.5,2107.15,2484.29,547.45,179.4,9,18,21,3.125,6.25,18.75,0.0,980,618.9375,0.4171,0.0007,0.0008,16.8096
2026-06-08 17:00:00,gpt-4.1-mini,48,30682,22481,8201,0.0736,95.8333,4.1667,0.0,2.0833,1997.5,2520.1,2714.27,673.5,160.1,10,23,26,2.0833,4.1667,10.4167,2.0833,1361,639.2083,0.3648,0.0015,0.0016,16.5955
2026-06-08 17:00:00,qwen-plus,33,22988,17671,5317,0.0368,90.9091,9.0909,0.0,3.0303,1666.0,2428.2,3378.36,559.4,153.0,10,21,22,0.0,0.0,24.2424,3.0303,0,696.6061,0.3009,0.0011,0.0012,0.0
2026-06-08 18:00:00,deepseek-chat,17,13123,9752,3371,0.0157,100.0,0.0,0.0,0.0,1531.0,2179.8,2492.76,525.2,183.0,9,14,15,0.0,0.0,11.7647,5.8824,550,771.9412,0.3457,0.0009,0.0009,16.3156
2026-06-08 18:00:00,gpt-4.1-mini,27,16178,10346,5832,0.0388,92.5926,7.4074,0.0,7.4074,1956.0,3209.7,3926.68,629.2,133.8,9,20,18,0.0,7.4074,11.1111,3.7037,1051,599.1852,0.5637,0.0014,0.0016,18.0213
2026-06-08 18:00:00,qwen-plus,29,17064,10602,6462,0.0273,93.1034,6.8966,0.0,3.4483,1826.0,2869.4,2940.36,565.2,136.8,8,16,17,0.0,10.3448,27.5862,0.0,0,588.4138,0.6095,0.0009,0.001,0.0
2026-06-08 19:00:00,deepseek-chat,13,9766,5744,4022,0.0117,100.0,0.0,0.0,0.0,2127.0,3149.2,3417.04,484.2,112.2,7,9,9,0.0,7.6923,7.6923,0.0,702,751.2308,0.7002,0.0009,0.0009,17.454
2026-06-08 19:00:00,gpt-4.1-mini,40,25280,16481,8799,0.0607,100.0,0.0,0.0,0.0,1996.5,3056.95,3299.57,601.15,125.25,10,21,21,5.0,5.0,15.0,0.0,1383,632.0,0.5339,0.0015,0.0015,15.7177
2026-06-08 19:00:00,qwen-plus,30,18901,13051,5850,0.0302,90.0,10.0,3.3333,3.3333,1807.0,2622.95,3464.94,532.95,118.2,7,18,15,0.0,3.3333,13.3333,3.3333,0,630.0333,0.4482,0.001,0.0011,0.0
2026-06-08 20:00:00,deepseek-chat,21,13436,9285,4151,0.0161,95.2381,4.7619,4.7619,0.0,1751.0,2179.0,3084.6,582.0,222.0,7,16,16,0.0,4.7619,19.0476,0.0,738,639.8095,0.4471,0.0008,0.0008,17.7788
