hour,request_count,total_tokens,input_tokens,output_tokens,estimated_cost,success_rate,error_rate,rate_limit_rate,server_error_rate,p50_latency_ms,p95_latency_ms,p99_latency_ms,p95_first_token_latency_ms,queue_p95_ms,active_customers,active_keys,distinct_ips,safety_hit_rate,retry_rate,cache_hit_rate,fallback_rate,reasoning_tokens,tokens_per_request,output_input_ratio,cost_per_request,cost_per_success,reasoning_token_share
2026-06-26 14:00:00,99,66307,47596,18711,0.0824,95.9596,4.0404,2.0202,1.0101,6457.0,8571.5,10366.32,7471.7,193.2,10,27,36,2.0202,3.0303,15.1515,0.0,2900,669.7677,0.3931,0.0008,0.0009,15.4989
2026-06-26 15:00:00,100,76664,53554,23110,0.095,92.0,8.0,0.0,4.0,6640.5,9000.4,10184.16,7598.9,152.1,10,27,32,2.0,12.0,15.0,0.0,3448,766.64,0.4315,0.001,0.001,14.9199
2026-06-26 16:00:00,117,86891,61423,25468,0.1099,94.0171,5.9829,2.5641,0.8547,6836.0,9186.8,10838.44,7968.8,153.0,10,28,40,3.4188,5.9829,17.094,0.0,4395,742.6581,0.4146,0.0009,0.001,17.2569
2026-06-26 17:00:00,115,82583,59410,23173,0.1025,97.3913,2.6087,1.7391,0.0,6705.0,9522.9,10852.88,8860.4,168.6,10,30,40,2.6087,1.7391,24.3478,1.7391,4102,718.113,0.3901,0.0009,0.0009,17.7016
2026-06-26 18:00:00,72,45659,32076,13583,0.0576,97.2222,2.7778,2.7778,0.0,6521.0,9133.9,10353.57,8584.8,167.75,10,26,31,0.0,0.0,18.0556,0.0,2057,634.1528,0.4235,0.0008,0.0008,15.1439
2026-06-26 19:00:00,72,48306,31943,16363,0.0596,97.2222,2.7778,1.3889,0.0,6798.0,10547.25,11413.68,8049.4,212.45,10,25,29,1.3889,1.3889,18.0556,0.0,2371,670.9167,0.5123,0.0008,0.0009,14.49
2026-06-26 20:00:00,70,44820,31895,12925,0.0571,95.7143,4.2857,2.8571,0.0,6520.5,10713.65,11145.06,10060.7,144.7,8,21,30,0.0,7.1429,21.4286,0.0,2051,640.2857,0.4052,0.0008,0.0009,15.8685
2026-06-26 21:00:00,75,52017,37282,14735,0.0673,98.6667,1.3333,1.3333,0.0,6574.0,9910.2,10977.92,9328.2,156.5,10,27,33,0.0,4.0,24.0,1.3333,1945,693.56,0.3952,0.0009,0.0009,13.1999
2026-06-26 22:00:00,41,29559,22265,7294,0.0357,97.561,2.439,2.439,0.0,6745.0,8333.0,10597.0,7859.0,143.0,10,24,24,2.439,4.878,24.3902,0.0,1173,720.9512,0.3276,0.0009,0.0009,16.0817
2026-06-26 23:00:00,40,28943,20399,8544,0.0367,100.0,0.0,0.0,0.0,6538.5,8642.1,10382.18,7484.35,159.0,10,22,26,0.0,2.5,12.5,0.0,1361,723.575,0.4188,0.0009,0.0009,15.9293
2026-06-27 00:00:00,16,9465,6280,3185,0.0116,93.75,6.25,0.0,0.0,6501.0,8123.75,8636.75,7009.25,123.5,8,12,13,0.0,6.25,18.75,0.0,410,591.5625,0.5072,0.0007,0.0008,12.8728
2026-06-27 01:00:00,12,8252,6180,2072,0.0099,100.0,0.0,0.0,0.0,6709.5,8916.3,9934.46,8353.6,112.75,6,7,9,8.3333,16.6667,41.6667,0.0,324,687.6667,0.3353,0.0008,0.0008,15.6371
2026-06-27 02:00:00,16,9703,6969,2734,0.0127,93.75,6.25,0.0,6.25,6355.0,7499.25,7797.45,6620.75,122.25,8,13,13,0.0,0.0,18.75,0.0,434,606.4375,0.3923,0.0008,0.0008,15.8742
2026-06-27 03:00:00,11,7482,5548,1934,0.0092,81.8182,18.1818,0.0,9.0909,6596.0,9122.0,10170.0,8265.5,116.0,7,9,9,0.0,0.0,0.0,0.0,333,680.1818,0.3486,0.0008,0.001,17.2182
2026-06-27 04:00:00,12,8995,6324,2671,0.0108,100.0,0.0,0.0,0.0,6682.0,9272.75,10634.55,8311.65,197.45,6,9,10,0.0,0.0,16.6667,0.0,475,749.5833,0.4224,0.0009,0.0009,17.7836
2026-06-27 05:00:00,12,8787,6216,2571,0.0116,100.0,0.0,0.0,0.0,6699.0,9949.55,10565.11,9235.5,120.85,6,10,8,0.0,0.0,0.0,0.0,361,732.25,0.4136,0.001,0.001,14.0412
2026-06-27 06:00:00,49,36433,26885,9548,0.0456,93.8776,6.1224,2.0408,2.0408,6586.0,8115.8,10875.84,7320.0,196.8,10,25,28,4.0816,4.0816,14.2857,0.0,1553,743.5306,0.3551,0.0009,0.001,16.2652
2026-06-27 07:00:00,45,33998,24921,9077,0.0428,97.7778,2.2222,0.0,0.0,6517.0,10223.2,11081.2,9146.2,137.6,9,22,24,0.0,2.2222,17.7778,0.0,1227,755.5111,0.3642,0.001,0.001,13.5177
2026-06-27 08:00:00,43,28100,19096,9004,0.0363,95.3488,4.6512,0.0,2.3256,6489.0,8530.6,9775.12,7793.7,185.5,10,21,22,0.0,6.9767,20.9302,0.0,1438,653.4884,0.4715,0.0008,0.0009,15.9707
2026-06-27 09:00:00,81,50507,34093,16414,0.0646,95.0617,4.9383,2.4691,0.0,6571.0,8571.0,10412.6,7581.0,143.0,10,26,33,1.2346,3.7037,17.284,1.2346,2695,623.5432,0.4814,0.0008,0.0008,16.4189
2026-06-27 10:00:00,74,46895,34168,12727,0.0627,91.8919,8.1081,2.7027,5.4054,6525.5,8887.9,9806.06,8188.3,170.35,10,25,32,0.0,4.0541,6.7568,0.0,2214,633.7162,0.3725,0.0008,0.0009,17.3961
2026-06-27 11:00:00,87,57658,40429,17229,0.0715,95.4023,4.5977,0.0,2.2989,6603.0,10362.3,11090.54,9387.1,189.6,10,28,35,2.2989,5.7471,18.3908,0.0,2735,662.7356,0.4262,0.0008,0.0009,15.8744
2026-06-27 12:00:00,63,42755,27273,15482,0.053,90.4762,9.5238,3.1746,3.1746,6863.0,8669.4,10934.42,7646.4,149.4,10,26,27,3.1746,4.7619,23.8095,0.0,2827,678.6508,0.5677,0.0008,0.0009,18.2599
2026-06-27 13:00:00,78,54517,37291,17226,0.0688,96.1538,3.8462,1.2821,0.0,6611.0,8635.75,10791.24,7874.7,170.5,10,24,29,1.2821,2.5641,10.2564,0.0,2812,698.9359,0.4619,0.0009,0.0009,16.3242
2026-06-27 14:00:00,78,56249,39624,16625,0.0699,93.5897,6.4103,3.8462,2.5641,6704.0,10575.3,10896.91,9584.45,178.3,10,26,27,1.2821,5.1282,19.2308,1.2821,2855,721.141,0.4196,0.0009,0.001,17.1729
2026-06-27 15:00:00,90,58052,40311,17741,0.0718,93.3333,6.6667,1.1111,4.4444,6530.5,10686.2,11710.17,9595.1,137.65,10,28,33,1.1111,6.6667,14.4444,0.0,2699,645.0222,0.4401,0.0008,0.0009,15.2133
2026-06-27 16:00:00,72,48740,32774,15966,0.0656,93.0556,6.9444,2.7778,1.3889,6586.5,8245.4,9138.24,7309.5,173.5,10,28,32,2.7778,1.3889,16.6667,0.0,2637,676.9444,0.4872,0.0009,0.001,16.5163
2026-06-27 17:00:00,76,47702,33147,14555,0.0622,90.7895,9.2105,1.3158,3.9474,6485.5,9974.25,10823.0,9502.5,183.5,10,25,33,1.3158,5.2632,23.6842,0.0,2278,627.6579,0.4391,0.0008,0.0009,15.651
2026-06-27 18:00:00,60,46530,34262,12268,0.0569,96.6667,3.3333,1.6667,0.0,6618.0,8705.65,10574.01,7811.6,127.55,10,25,27,0.0,1.6667,11.6667,1.6667,2014,775.5,0.3581,0.0009,0.001,16.4167
2026-06-27 19:00:00,58,40718,27701,13017,0.0522,94.8276,5.1724,1.7241,3.4483,6847.5,8334.95,9078.86,7221.05,175.2,10,25,29,1.7241,1.7241,20.6897,0.0,2073,702.0345,0.4699,0.0009,0.0009,15.9253
2026-06-27 20:00:00,49,36994,26437,10557,0.0496,97.9592,2.0408,0.0,2.0408,6361.0,7938.8,9923.52,6812.4,173.0,9,23,22,2.0408,4.0816,12.2449,0.0,1548,754.9796,0.3993,0.001,0.001,14.6633
2026-06-27 21:00:00,51,37950,27642,10308,0.0496,94.1176,5.8824,3.9216,1.9608,6386.0,8762.5,9923.0,7581.0,129.5,10,25,28,0.0,9.8039,15.6863,0.0,1792,744.1176,0.3729,0.001,0.001,17.3846
2026-06-27 22:00:00,30,18587,13539,5048,0.0223,93.3333,6.6667,0.0,3.3333,6419.5,7582.15,9301.0,6950.15,125.65,7,17,19,3.3333,6.6667,16.6667,0.0,850,619.5667,0.3728,0.0007,0.0008,16.8384
2026-06-27 23:00:00,31,21199,16404,4795,0.0264,96.7742,3.2258,3.2258,0.0,6270.0,8045.5,9521.7,7697.5,170.5,8,18,18,3.2258,9.6774,19.3548,0.0,837,683.8387,0.2923,0.0009,0.0009,17.4557
2026-06-28 00:00:00,15,11420,8503,2917,0.0137,100.0,0.0,0.0,0.0,6476.0,7828.4,8269.68,6671.7,113.4,7,12,10,0.0,0.0,6.6667,0.0,414,761.3333,0.3431,0.0009,0.0009,14.1927
2026-06-28 01:00:00,8,4409,3269,1140,0.0056,75.0,25.0,12.5,0.0,6453.0,8022.1,8586.02,7812.8,122.15,4,6,7,0.0,12.5,12.5,0.0,171,551.125,0.3487,0.0007,0.0009,15.0
2026-06-28 02:00:00,15,11521,8227,3294,0.0152,93.3333,6.6667,6.6667,0.0,6414.0,8771.5,10230.3,8652.7,141.4,9,12,13,6.6667,0.0,26.6667,0.0,485,768.0667,0.4004,0.001,0.0011,14.7237
2026-06-28 03:00:00,22,14174,9764,4410,0.0175,90.9091,9.0909,4.5455,0.0,6843.0,8544.7,8698.52,7585.45,102.7,8,13,17,0.0,0.0,13.6364,0.0,832,644.2727,0.4517,0.0008,0.0009,18.8662
2026-06-28 04:00:00,15,11934,8887,3047,0.0146,93.3333,6.6667,6.6667,0.0,6674.0,9965.5,9985.1,8898.5,164.7,7,10,13,0.0,6.6667,26.6667,0.0,449,795.6,0.3429,0.001,0.001,14.7358
2026-06-28 05:00:00,21,14070,10013,4057,0.0169,100.0,0.0,0.0,0.0,6666.0,9039.0,9442.2,8422.0,105.0,8,14,15,0.0,0.0,14.2857,0.0,654,670.0,0.4052,0.0008,0.0008,16.1203
2026-06-28 06:00:00,46,32783,22710,10073,0.0409,91.3043,8.6957,0.0,6.5217,6693.5,10368.75,11184.8,9680.75,155.75,9,21,27,0.0,6.5217,19.5652,0.0,1602,712.6739,0.4435,0.0009,0.001,15.9039
2026-06-28 07:00:00,30,22328,15673,6655,0.0277,96.6667,3.3333,0.0,3.3333,6830.0,9386.1,10377.87,8222.4,150.7,10,22,20,0.0,6.6667,20.0,0.0,1187,744.2667,0.4246,0.0009,0.001,17.8362
2026-06-28 08:00:00,58,44233,31370,12863,0.0543,96.5517,3.4483,1.7241,1.7241,6670.5,8653.6,10176.18,7652.45,151.05,10,27,29,0.0,1.7241,6.8966,0.0,2044,762.6379,0.41,0.0009,0.001,15.8905
2026-06-28 09:00:00,91,59878,42650,17228,0.0752,93.4066,6.5934,2.1978,3.2967,6513.0,9559.5,10347.5,8096.0,173.5,10,27,34,1.0989,2.1978,15.3846,0.0,2948,658.0,0.4039,0.0008,0.0009,17.1117
2026-06-28 10:00:00,84,56117,38321,17796,0.071,91.6667,8.3333,4.7619,1.1905,6681.5,9416.1,11526.28,8158.2,200.55,10,27,34,1.1905,8.3333,19.0476,0.0,2764,668.0595,0.4644,0.0008,0.0009,15.5316
2026-06-28 11:00:00,74,48475,35158,13317,0.0617,94.5946,5.4054,1.3514,1.3514,6690.5,9501.1,10226.03,8837.55,183.85,10,27,33,1.3514,0.0,17.5676,0.0,1987,655.0676,0.3788,0.0008,0.0009,14.9208
2026-06-28 12:00:00,71,44881,28645,16236,0.0614,92.9577,7.0423,1.4085,1.4085,6608.0,9355.5,10926.5,7614.0,157.5,10,26,31,1.4085,1.4085,19.7183,0.0,2822,632.1268,0.5668,0.0009,0.0009,17.3811
2026-06-28 13:00:00,90,59401,41449,17952,0.0751,98.8889,1.1111,1.1111,0.0,6703.5,9613.1,10738.34,9226.8,169.75,9,24,30,0.0,5.5556,21.1111,0.0,2675,660.0111,0.4331,0.0008,0.0008,14.9008
2026-06-28 14:00:00,85,59904,43661,16243,0.0796,98.8235,1.1765,1.1765,0.0,6460.0,9416.6,10447.68,8821.4,151.4,10,28,30,3.5294,1.1765,12.9412,0.0,2295,704.7529,0.372,0.0009,0.0009,14.1292
2026-06-28 15:00:00,79,53236,37507,15729,0.066,97.4684,2.5316,1.2658,1.2658,6709.0,9928.9,11089.88,9431.0,177.1,10,23,29,1.2658,0.0,15.1899,1.2658,2589,673.8734,0.4194,0.0008,0.0009,16.46
2026-06-28 16:00:00,90,62019,43003,19016,0.0824,92.2222,7.7778,1.1111,2.2222,6484.5,8724.9,10018.14,7639.2,120.1,10,28,33,4.4444,5.5556,14.4444,0.0,2717,689.1,0.4422,0.0009,0.001,14.288
2026-06-28 17:00:00,73,51962,38478,13484,0.064,93.1507,6.8493,1.3699,2.7397,6704.0,9127.8,10786.04,8424.0,159.6,10,27,35,0.0,4.1096,21.9178,0.0,2016,711.8082,0.3504,0.0009,0.0009,14.9511
2026-06-28 18:00:00,66,43730,28936,14794,0.056,95.4545,4.5455,0.0,3.0303,6617.0,8262.5,9660.85,7214.5,193.5,10,26,31,0.0,3.0303,16.6667,0.0,2400,662.5758,0.5113,0.0008,0.0009,16.2228
2026-06-28 19:00:00,61,40797,30452,10345,0.0534,95.082,4.918,0.0,1.6393,6568.0,8571.0,10973.6,8050.0,131.0,10,24,25,0.0,3.2787,19.6721,0.0,1394,668.8033,0.3397,0.0009,0.0009,13.4751
2026-06-28 20:00:00,56,38798,28214,10584,0.0489,94.6429,5.3571,1.7857,3.5714,6402.5,8981.25,10694.7,8043.0,159.5,10,24,27,0.0,3.5714,19.6429,0.0,1692,692.8214,0.3751,0.0009,0.0009,15.9864
2026-06-28 21:00:00,52,35571,24901,10670,0.0434,90.3846,9.6154,3.8462,0.0,6535.0,8166.55,8922.13,7321.9,167.3,10,24,20,1.9231,7.6923,17.3077,0.0,1675,684.0577,0.4285,0.0008,0.0009,15.6982
2026-06-28 22:00:00,21,10765,7672,3093,0.0129,100.0,0.0,0.0,0.0,6460.0,7361.0,7585.0,7039.0,153.0,9,15,13,0.0,0.0,19.0476,0.0,583,512.619,0.4032,0.0006,0.0006,18.849
2026-06-28 23:00:00,28,18586,12936,5650,0.0223,96.4286,3.5714,3.5714,0.0,6686.5,8378.8,8626.4,7916.9,132.65,7,15,17,0.0,3.5714,10.7143,0.0,1072,663.7857,0.4368,0.0008,0.0008,18.9735
2026-06-29 00:00:00,19,11608,8361,3247,0.0141,89.4737,10.5263,0.0,0.0,6698.0,8298.3,9848.46,7487.3,148.4,7,10,12,0.0,5.2632,10.5263,0.0,407,610.9474,0.3884,0.0007,0.0008,12.5346
2026-06-29 01:00:00,24,14263,9693,4570,0.0189,95.8333,4.1667,0.0,4.1667,6505.5,10177.25,10919.72,9438.95,164.85,9,15,15,4.1667,8.3333,8.3333,0.0,738,594.2917,0.4715,0.0008,0.0008,16.1488
2026-06-29 02:00:00,24,15872,10604,5268,0.0198,100.0,0.0,0.0,0.0,6571.0,7646.05,8735.42,6948.95,136.7,9,16,17,0.0,0.0,8.3333,0.0,884,661.3333,0.4968,0.0008,0.0008,16.7806
2026-06-29 03:00:00,31,21297,15913,5384,0.027,100.0,0.0,0.0,0.0,6322.0,8718.0,9984.4,7988.0,140.5,9,18,19,3.2258,0.0,25.8065,0.0,827,687.0,0.3383,0.0009,0.0009,15.3603
2026-06-29 04:00:00,15,10280,7409,2871,0.0127,100.0,0.0,0.0,0.0,6474.0,7907.4,8214.28,7504.3,154.1,7,10,9,0.0,6.6667,6.6667,0.0,437,685.3333,0.3875,0.0008,0.0008,15.2212
2026-06-29 05:00:00,32,22225,15259,6966,0.0296,96.875,3.125,0.0,3.125,6537.0,9415.2,10536.12,8406.85,133.05,10,19,18,0.0,3.125,12.5,0.0,1012,694.5312,0.4565,0.0009,0.001,14.5277
2026-06-29 06:00:00,67,45021,31119,13902,0.0587,97.0149,2.9851,1.4925,0.0,6539.0,8228.0,10546.02,7342.3,141.0,10,27,32,4.4776,1.4925,17.9104,0.0,2398,671.9552,0.4467,0.0009,0.0009,17.2493
2026-06-29 07:00:00,59,39690,28066,11624,0.0507,94.9153,5.0847,0.0,0.0,6628.0,9910.2,10117.62,8992.7,177.6,9,24,27,1.6949,1.6949,16.9492,0.0,1588,672.7119,0.4142,0.0009,0.0009,13.6614
2026-06-29 08:00:00,64,46446,32851,13595,0.0566,96.875,3.125,0.0,1.5625,6787.5,9468.5,9972.8,8265.65,157.55,10,23,29,0.0,4.6875,17.1875,0.0,2146,725.7188,0.4138,0.0009,0.0009,15.7852
2026-06-29 09:00:00,93,61286,42968,18318,0.0785,95.6989,4.3011,0.0,2.1505,6594.0,8945.8,10286.76,7991.4,152.0,10,26,33,1.0753,4.3011,21.5054,0.0,2785,658.9892,0.4263,0.0008,0.0009,15.2036
2026-06-29 10:00:00,112,73959,52329,21630,0.0911,96.4286,3.5714,0.0,0.8929,6543.0,9161.55,10356.25,8773.7,174.35,10,30,35,1.7857,4.4643,22.3214,0.0,3577,660.3482,0.4133,0.0008,0.0008,16.5372
2026-06-29 11:00:00,99,65729,43883,21846,0.0829,95.9596,4.0404,1.0101,0.0,6476.0,8763.2,10191.64,7699.0,184.7,10,28,32,0.0,3.0303,16.1616,0.0,2929,663.9293,0.4978,0.0008,0.0009,13.4075
2026-06-29 12:00:00,108,71286,49787,21499,0.0894,97.2222,2.7778,0.9259,1.8519,6504.5,8585.25,10625.21,7869.65,179.65,10,30,37,2.7778,1.8519,19.4444,0.0,3658,660.0556,0.4318,0.0008,0.0009,17.0147
2026-06-29 13:00:00,129,88831,61558,27273,0.1116,97.6744,2.3256,0.7752,1.5504,6728.0,9466.2,11008.44,8966.0,166.8,10,26,37,0.7752,5.4264,23.2558,0.0,4355,688.6124,0.443,0.0009,0.0009,15.9682
2026-06-29 14:00:00,91,56344,40587,15757,0.0705,96.7033,3.2967,0.0,3.2967,6411.0,9141.5,10646.6,8323.0,162.5,10,25,33,2.1978,4.3956,21.978,0.0,2570,619.1648,0.3882,0.0008,0.0008,16.3102
2026-06-29 15:00:00,128,77890,52614,25276,0.0967,97.6562,2.3438,0.7812,0.7812,6547.5,9158.8,10055.82,8030.75,147.25,10,26,38,1.5625,3.125,16.4062,0.7812,3826,608.5156,0.4804,0.0008,0.0008,15.1369
2026-06-29 16:00:00,109,72807,47617,25190,0.0949,98.1651,1.8349,0.0,0.0,6666.0,9828.4,10675.36,8815.4,184.0,10,26,34,0.0,5.5046,16.5138,0.0,4154,667.9541,0.529,0.0009,0.0009,16.4907
2026-06-29 17:00:00,113,73086,50839,22247,0.0943,96.4602,3.5398,0.885,2.6549,6471.0,8810.6,10402.28,8038.0,121.6,10,29,37,2.6549,2.6549,15.0442,0.885,3620,646.7788,0.4376,0.0008,0.0009,16.2719
2026-06-29 18:00:00,73,53244,38466,14778,0.0657,95.8904,4.1096,1.3699,2.7397,6640.0,9528.4,10721.16,8552.6,206.4,10,29,28,0.0,4.1096,17.8082,1.3699,2543,729.3699,0.3842,0.0009,0.0009,17.208
2026-06-29 19:00:00,83,53001,38500,14501,0.0645,92.7711,7.2289,1.2048,2.4096,6552.0,10195.8,11067.42,9516.9,167.3,10,26,30,1.2048,4.8193,25.3012,0.0,2358,638.5663,0.3766,0.0008,0.0008,16.2609
2026-06-29 20:00:00,71,50300,35949,14351,0.0634,90.1408,9.8592,2.8169,4.2254,6503.0,8723.0,9318.0,7769.5,166.5,10,26,27,0.0,7.0423,15.493,0.0,2195,708.4507,0.3992,0.0009,0.001,15.2951
2026-06-29 21:00:00,76,49493,35618,13875,0.0615,93.4211,6.5789,3.9474,1.3158,6521.0,8668.5,10038.75,7483.0,138.0,10,27,33,1.3158,1.3158,15.7895,0.0,2219,651.2237,0.3896,0.0008,0.0009,15.9928
2026-06-29 22:00:00,35,18897,12813,6084,0.0227,91.4286,8.5714,2.8571,0.0,6513.0,8017.5,9046.46,7242.9,167.9,10,21,21,5.7143,8.5714,11.4286,0.0,1002,539.9143,0.4748,0.0006,0.0007,16.4694
2026-06-29 23:00:00,34,22803,17254,5549,0.0284,97.0588,2.9412,0.0,0.0,6526.5,9044.25,9666.69,8510.4,151.25,10,20,20,5.8824,5.8824,26.4706,0.0,853,670.6765,0.3216,0.0008,0.0009,15.3721
2026-06-30 00:00:00,24,16345,10402,5943,0.0209,95.8333,4.1667,0.0,0.0,6817.5,8169.5,8333.15,7425.0,110.65,10,16,19,0.0,0.0,33.3333,0.0,1211,681.0417,0.5713,0.0009,0.0009,20.3769
2026-06-30 01:00:00,19,12586,8059,4527,0.0157,89.4737,10.5263,10.5263,0.0,6552.0,8010.1,8860.42,6193.6,144.0,9,14,15,0.0,10.5263,10.5263,0.0,836,662.4211,0.5617,0.0008,0.0009,18.467
2026-06-30 02:00:00,29,19090,14114,4976,0.024,86.2069,13.7931,3.4483,0.0,6334.0,9746.8,11083.04,9231.0,166.2,9,20,21,0.0,6.8966,24.1379,0.0,747,658.2759,0.3526,0.0008,0.001,15.0121
2026-06-30 03:00:00,21,16260,12198,4062,0.0195,95.2381,4.7619,0.0,0.0,6487.0,7525.0,7564.2,6417.0,171.0,9,16,16,0.0,4.7619,19.0476,0.0,743,774.2857,0.333,0.0009,0.001,18.2915
2026-06-30 04:00:00,33,21476,13790,7686,0.0265,100.0,0.0,0.0,0.0,6681.0,9536.0,10649.64,8565.0,170.0,8,16,17,0.0,9.0909,24.2424,0.0,1033,650.7879,0.5574,0.0008,0.0008,13.44
2026-06-30 05:00:00,23,18803,13955,4848,0.0235,100.0,0.0,0.0,0.0,6578.0,7820.1,8027.22,6896.5,136.2,9,18,16,0.0,0.0,17.3913,0.0,780,817.5217,0.3474,0.001,0.001,16.0891
2026-06-30 06:00:00,64,47764,32646,15118,0.0591,95.3125,4.6875,0.0,4.6875,6905.0,9949.85,10182.33,9145.55,183.7,9,23,29,1.5625,3.125,14.0625,0.0,2317,746.3125,0.4631,0.0009,0.001,15.3261
2026-06-30 07:00:00,62,41650,29632,12018,0.0507,96.7742,3.2258,1.6129,1.6129,6617.0,8584.2,9970.18,8085.15,147.3,10,24,26,0.0,3.2258,22.5806,0.0,1817,671.7742,0.4056,0.0008,0.0008,15.119
2026-06-30 08:00:00,62,39697,27678,12019,0.0493,98.3871,1.6129,1.6129,0.0,6544.0,8526.25,8974.99,7918.75,139.65,10,24,27,1.6129,0.0,19.3548,1.6129,1968,640.2742,0.4342,0.0008,0.0008,16.3741
2026-06-30 09:00:00,126,87621,61439,26182,0.1107,94.4444,5.5556,2.381,1.5873,6486.0,9124.25,10139.75,7462.5,145.5,10,28,38,0.0,6.3492,14.2857,0.0,4414,695.4048,0.4261,0.0009,0.0009,16.8589
2026-06-30 10:00:00,102,73457,54493,18964,0.0911,96.0784,3.9216,0.9804,2.9412,6597.0,8485.85,9779.64,7597.55,153.45,10,27,35,0.0,1.9608,14.7059,0.0,2942,720.1667,0.348,0.0009,0.0009,15.5136
2026-06-30 11:00:00,107,75231,53883,21348,0.0918,91.5888,8.4112,0.9346,4.6729,6544.0,9076.7,10419.42,8189.1,176.0,10,28,35,0.0,7.4766,16.8224,0.0,3107,703.0935,0.3962,0.0009,0.0009,14.5541
2026-06-30 12:00:00,116,74391,52480,21911,0.0955,97.4138,2.5862,0.0,0.0,6445.5,8717.25,10228.85,7677.25,166.0,10,27,34,0.0,6.0345,13.7931,0.0,3436,641.3017,0.4175,0.0008,0.0008,15.6816
2026-06-30 13:00:00,125,87403,61883,25520,0.1101,95.2,4.8,0.8,0.8,6615.0,9757.2,10319.4,9053.4,163.6,10,30,45,0.8,4.0,11.2,0.0,4126,699.224,0.4124,0.0009,0.0009,16.1677
2026-06-30 14:00:00,105,74959,52421,22538,0.0941,91.4286,8.5714,2.8571,3.8095,6965.0,9670.6,10558.08,8939.8,159.4,10,29,38,0.0,3.8095,29.5238,0.0,3453,713.8952,0.4299,0.0009,0.001,15.3208
2026-06-30 15:00:00,142,101352,72537,28815,0.1316,96.4789,3.5211,0.7042,1.4085,6620.0,9616.6,10934.21,9250.8,157.75,10,29,41,0.7042,5.6338,14.7887,0.7042,4565,713.7465,0.3972,0.0009,0.001,15.8424
2026-06-30 16:00:00,127,84433,56745,27688,0.108,94.4882,5.5118,1.5748,1.5748,6578.0,8597.7,10237.64,7322.6,161.1,10,29,32,3.1496,5.5118,16.5354,0.0,4145,664.8268,0.4879,0.0009,0.0009,14.9704
2026-06-30 17:00:00,120,84003,58385,25618,0.1058,99.1667,0.8333,0.0,0.8333,6656.5,8608.05,10691.57,7652.3,152.1,10,28,39,0.8333,1.6667,15.8333,0.0,4215,700.025,0.4388,0.0009,0.0009,16.4533
2026-06-30 18:00:00,59,41609,28014,13595,0.0528,98.3051,1.6949,0.0,1.6949,6637.0,9324.4,10312.34,8758.4,144.5,9,21,24,1.6949,0.0,27.1186,0.0,2367,705.2373,0.4853,0.0009,0.0009,17.4108
2026-06-30 19:00:00,90,58609,41294,17315,0.0749,94.4444,5.5556,2.2222,1.1111,6554.5,10391.4,10848.38,9675.1,146.1,10,26,32,0.0,3.3333,17.7778,0.0,2999,651.2111,0.4193,0.0008,0.0009,17.3202
2026-06-30 20:00:00,87,66575,48305,18270,0.0818,94.2529,5.7471,2.2989,3.4483,6664.0,9112.7,10537.66,7914.5,160.8,10,25,28,0.0,1.1494,14.9425,0.0,2810,765.2299,0.3782,0.0009,0.001,15.3804
2026-06-30 21:00:00,83,49716,33874,15842,0.0638,97.5904,2.4096,0.0,0.0,6531.0,9246.1,10406.66,8685.1,139.5,10,28,35,1.2048,1.2048,15.6627,1.2048,2197,598.988,0.4677,0.0008,0.0008,13.8682
2026-06-30 22:00:00,36,26706,19554,7152,0.0345,94.4444,5.5556,2.7778,2.7778,6451.0,9095.75,10547.65,8197.25,127.0,10,19,24,2.7778,5.5556,19.4444,2.7778,1052,741.8333,0.3658,0.001,0.001,14.7092
2026-06-30 23:00:00,34,28024,19664,8360,0.0344,94.1176,5.8824,0.0,2.9412,6636.5,9503.5,11271.9,7634.8,164.1,10,21,23,0.0,11.7647,14.7059,0.0,1274,824.2353,0.4251,0.001,0.0011,15.2392
2026-07-01 00:00:00,20,14786,10792,3994,0.0177,95.0,5.0,0.0,0.0,6564.0,10093.6,10406.72,9546.95,148.2,10,15,16,0.0,10.0,15.0,0.0,748,739.3,0.3701,0.0009,0.0009,18.7281
2026-07-01 01:00:00,14,10423,8022,2401,0.0136,92.8571,7.1429,0.0,0.0,6306.5,7609.75,7674.75,6401.45,115.7,8,11,10,0.0,7.1429,7.1429,0.0,452,744.5,0.2993,0.001,0.001,18.8255
2026-07-01 02:00:00,26,18741,13510,5231,0.0229,96.1538,3.8462,3.8462,0.0,6848.0,8066.75,9790.25,7377.5,143.0,9,15,17,0.0,0.0,11.5385,0.0,907,720.8077,0.3872,0.0009,0.0009,17.3389
2026-07-01 03:00:00,34,26482,20157,6325,0.0325,94.1176,5.8824,2.9412,0.0,6438.5,8665.8,10412.71,7865.25,166.15,10,23,23,0.0,2.9412,11.7647,0.0,973,778.8824,0.3138,0.001,0.001,15.3834
2026-07-01 04:00:00,27,17173,11739,5434,0.0228,85.1852,14.8148,7.4074,0.0,6773.0,8389.0,8854.74,7671.4,146.1,9,19,17,0.0,3.7037,25.9259,0.0,799,636.037,0.4629,0.0008,0.001,14.7037
2026-07-01 05:00:00,29,22571,16538,6033,0.0278,100.0,0.0,0.0,0.0,6481.0,8354.8,8560.64,7575.2,123.2,10,20,21,0.0,6.8966,13.7931,0.0,1034,778.3103,0.3648,0.001,0.001,17.1391
