date,model_id,instance_count,running_mean,running_max_busy,waiting_max_busy,concurrency_ratio,ttft_mean_ms,ttft_p95_ms,tokens_per_second_mean,cache_pct,npu_busy_pct,npu_mean,npu_p95,npu_max,npu_peak_average_mean,high_npu_samples,hbm_pct,hbm_headroom_pct,baseline_ready,capacity_state,diagnosis,data_origin,observed_days
2026-05-23,DeepSeek-V4,6,0.6431,4,0,0.6667,4504.6501,8959.5114,12.7537,0.0,21.1629,3.2167,88.4914,88.577,17.0536,30,95.7515,4.2485,True,容量风险,存在 NPU 高负载尖峰；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-05-23,Minimax-M2.5,2,0.0292,1,0,0.5,419.6359,620.5423,1.3618,47.0538,19.7618,2.0045,43.2809,70.4838,18.336,2,92.07,7.93,True,需要关注,平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-05-23,Qwen3.6-35B-A3B,2,0.0167,2,0,1.0,453.7017,910.5947,0.5207,7.6651,0.0,0.8198,6.376,17.723,2.6921,0,92.6911,7.3089,True,需要关注,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-05-24,DeepSeek-V4,6,0.5653,3,0,0.5,4395.3407,8804.6288,12.6729,0.0,12.8334,2.8977,77.6911,80.2231,12.6034,31,95.6246,4.3754,True,容量风险,存在 NPU 高负载尖峰；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-05-24,Minimax-M2.5,2,0.0306,2,0,1.0,434.4364,599.5237,1.3687,50.9875,20.6392,1.9828,47.2306,77.4761,19.4553,2,93.2841,6.7159,True,需要关注,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-05-24,Qwen3.6-35B-A3B,2,0.0167,2,0,1.0,478.8167,1012.2594,0.5149,11.3713,2.657,0.9683,5.2885,19.598,0.0,0,92.2348,7.7652,True,需要关注,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-05-25,DeepSeek-V4,6,0.6208,3,0,0.5,4492.8339,8744.0801,12.7213,0.0795,15.7345,3.3432,86.0605,87.872,14.4122,26,95.1626,4.8374,True,容量风险,存在 NPU 高负载尖峰；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-05-25,Minimax-M2.5,2,0.0306,2,0,1.0,438.1737,637.8751,1.3606,49.3868,26.6599,2.1439,56.9003,95.8783,26.8467,3,93.7932,6.2068,True,需要关注,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-05-25,Qwen3.6-35B-A3B,2,0.0167,2,0,1.0,459.1622,887.549,0.5322,7.1037,0.9162,1.1935,5.3167,14.5137,0.0,0,93.9868,6.0132,True,需要关注,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-05-26,DeepSeek-V4,6,0.6889,5,0,0.8333,4648.8706,9046.2133,12.5695,0.7057,17.979,3.7094,100.0,100.0,20.8381,43,94.1693,5.8307,True,需要关注,忙时并发接近实例数量；存在 NPU 高负载尖峰；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-05-26,Minimax-M2.5,2,0.0306,2,0,1.0,440.8204,616.808,1.3714,53.0561,23.8455,1.9642,57.7333,97.7558,24.829,4,95.0209,4.9791,True,容量风险,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-05-26,Qwen3.6-35B-A3B,2,0.0167,2,0,1.0,461.0041,891.1156,0.521,7.3263,0.0,0.8323,5.6499,21.2983,3.4217,0,90.767,9.233,True,需要关注,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-05-27,DeepSeek-V4,6,0.6375,4,0,0.6667,4501.2613,8877.2716,12.7078,6.8962,16.6123,3.5551,88.8238,90.9388,12.6272,32,94.5993,5.4007,True,需要关注,存在 NPU 高负载尖峰；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-05-27,Minimax-M2.5,2,0.0306,2,0,1.0,438.1097,596.6585,1.359,45.5295,24.0095,2.0613,55.4416,92.6484,24.3356,4,92.6126,7.3874,True,需要关注,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-05-27,Qwen3.6-35B-A3B,2,0.0167,2,0,1.0,456.129,892.4516,0.516,7.8189,2.6366,0.7153,6.2549,24.874,1.6856,0,89.493,10.507,True,需要关注,忙时并发接近实例数量,synthetic_history_calibrated,90
2026-05-28,DeepSeek-V4,6,0.6889,4,0,0.6667,4595.0349,9174.4986,12.7421,2.8592,17.8735,3.7197,100.0,100.0,21.5511,50,94.423,5.577,True,需要关注,存在 NPU 高负载尖峰；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-05-28,Minimax-M2.5,2,0.0306,2,0,1.0,469.0509,665.9605,1.3594,47.6294,31.3515,2.1326,65.144,100.0,30.2438,29,89.9189,10.0811,True,需要关注,忙时并发接近实例数量,synthetic_history_calibrated,90
2026-05-28,Qwen3.6-35B-A3B,2,0.0167,2,0,1.0,479.6333,924.4243,0.5149,10.9149,2.5041,0.9024,6.028,23.7555,3.0866,0,94.2514,5.7486,True,需要关注,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-05-29,DeepSeek-V4,6,0.6569,4,0,0.6667,4497.2162,9434.3224,12.7116,3.0075,15.6577,3.3527,88.7176,91.1682,14.4996,35,94.8524,5.1476,True,需要关注,存在 NPU 高负载尖峰；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-05-29,Minimax-M2.5,2,0.0306,2,0,1.0,428.877,582.8324,1.36,44.0899,27.1427,2.0767,51.5923,94.4547,25.0109,3,90.1916,9.8084,True,需要关注,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-05-29,Qwen3.6-35B-A3B,2,0.0167,2,0,1.0,471.5762,881.625,0.5241,8.2952,5.0456,0.9834,6.8709,21.9404,0.8132,0,92.9925,7.0075,True,需要关注,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-05-30,DeepSeek-V4,6,0.9278,6,0,1.0,6446.5831,12958.9602,12.686,0.0,21.472,4.349,100.0,100.0,23.4341,77,94.4829,5.5171,True,需要关注,忙时并发接近实例数量；存在 NPU 高负载尖峰；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-05-30,Minimax-M2.5,2,0.0306,2,0,1.0,435.9272,613.5465,1.3552,47.0448,23.7962,1.7326,46.4373,84.2735,21.093,1,96.193,3.807,True,容量风险,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-05-30,Qwen3.6-35B-A3B,2,0.0181,2,3,1.0,634.3739,1232.0496,0.5213,13.0603,0.0,1.1497,4.9504,27.985,0.0128,0,94.7828,5.2172,True,容量风险,出现等待队列，需评估扩容或分流；忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-05-31,DeepSeek-V4,6,0.5014,3,0,0.5,4385.933,8859.4139,12.6768,4.521,14.9555,2.9774,80.4137,79.3452,16.3646,28,96.4742,3.5258,True,容量风险,存在 NPU 高负载尖峰；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-05-31,Minimax-M2.5,2,0.0292,1,0,0.5,432.0532,598.1238,1.3698,46.3814,19.0444,1.7037,45.3399,77.8429,20.7595,2,91.3164,8.6836,True,需要关注,平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-05-31,Qwen3.6-35B-A3B,2,0.0153,1,0,0.5,456.5127,988.4998,0.519,10.6751,1.5451,0.9306,5.1759,18.406,0.0,0,89.6193,10.3807,True,容量充足,当前未发现明确资源瓶颈,synthetic_history_calibrated,90
2026-06-01,DeepSeek-V4,6,0.6597,4,0,0.6667,4524.9343,9195.225,12.6581,2.8298,15.7737,3.4221,92.922,94.4267,16.2989,33,94.5694,5.4306,True,需要关注,存在 NPU 高负载尖峰；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-06-01,Minimax-M2.5,2,0.0306,2,0,1.0,440.0005,659.7599,1.3545,45.3483,30.6118,2.0435,53.77,98.5091,29.3628,3,89.108,10.892,True,需要关注,忙时并发接近实例数量,synthetic_history_calibrated,90
2026-06-01,Qwen3.6-35B-A3B,2,0.0167,2,0,1.0,444.0617,844.7815,0.5219,9.9306,0.0,0.8693,5.4526,16.3657,2.0909,0,91.0083,8.9917,True,需要关注,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-06-02,DeepSeek-V4,6,0.6764,5,0,0.8333,4561.4618,8971.2136,12.7678,2.0332,17.9342,3.7071,96.6834,100.0,13.6953,36,96.1409,3.8591,True,容量风险,忙时并发接近实例数量；存在 NPU 高负载尖峰；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-06-02,Minimax-M2.5,2,0.0306,2,0,1.0,448.6932,632.5786,1.3493,48.0055,25.827,1.83,57.7017,97.2421,22.8989,1,91.5077,8.4923,True,需要关注,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-06-02,Qwen3.6-35B-A3B,2,0.0167,2,0,1.0,457.3951,871.3067,0.5186,7.8365,2.1432,0.6181,4.4139,22.2701,0.9366,0,94.159,5.841,True,需要关注,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-06-03,DeepSeek-V4,6,0.7667,5,0,0.8333,4804.9369,9684.6153,12.5077,0.0,20.8288,4.0541,100.0,100.0,20.6563,49,92.8987,7.1013,True,需要关注,忙时并发接近实例数量；存在 NPU 高负载尖峰；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-06-03,Minimax-M2.5,2,0.0306,2,0,1.0,441.107,564.5376,1.3682,44.1742,24.625,1.9882,57.6906,95.9904,27.6315,1,94.0759,5.9241,True,需要关注,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-06-03,Qwen3.6-35B-A3B,2,0.0167,2,0,1.0,478.5564,959.1282,0.5148,7.2958,0.0,0.9822,6.1031,26.837,0.0,0,89.847,10.153,True,需要关注,忙时并发接近实例数量,synthetic_history_calibrated,90
2026-06-04,DeepSeek-V4,6,0.7111,5,0,0.8333,4670.9199,9151.5866,12.6828,0.0,22.0221,3.9101,100.0,100.0,20.5789,51,96.5172,3.4828,True,容量风险,忙时并发接近实例数量；存在 NPU 高负载尖峰；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-06-04,Minimax-M2.5,2,0.0306,2,0,1.0,451.3771,603.9961,1.3492,51.2009,27.7659,1.7638,58.1823,100.0,25.8589,9,91.8764,8.1236,True,需要关注,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-06-04,Qwen3.6-35B-A3B,2,0.0167,2,0,1.0,463.2012,840.1433,0.5169,13.0618,3.7982,0.7747,8.183,23.9039,2.6863,0,90.6552,9.3448,True,需要关注,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-06-05,DeepSeek-V4,6,0.7375,6,0,1.0,4790.5319,9661.3954,12.4975,0.0,17.7812,4.027,100.0,100.0,21.0353,47,96.7482,3.2518,True,容量风险,忙时并发接近实例数量；存在 NPU 高负载尖峰；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-06-05,Minimax-M2.5,2,0.0292,1,0,0.5,441.7432,616.2397,1.3559,41.8344,24.5207,1.854,50.4137,85.5024,26.728,1,89.6994,10.3006,True,容量充足,当前未发现明确资源瓶颈,synthetic_history_calibrated,90
2026-06-05,Qwen3.6-35B-A3B,2,0.0167,2,0,1.0,463.7341,875.9265,0.5177,6.8737,2.0283,0.9501,4.4797,21.1562,0.0,0,89.8531,10.1469,True,需要关注,忙时并发接近实例数量,synthetic_history_calibrated,90
2026-06-06,DeepSeek-V4,6,0.4736,3,0,0.5,4474.7629,9023.195,12.6411,3.2206,18.2464,2.9442,73.343,76.2388,8.5224,28,94.7562,5.2438,True,需要关注,存在 NPU 高负载尖峰；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-06-06,Minimax-M2.5,2,0.0306,2,0,1.0,435.0804,603.1271,1.3795,44.6725,24.4478,1.7194,49.9402,81.7432,24.9311,1,95.0331,4.9669,True,容量风险,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-06-06,Qwen3.6-35B-A3B,2,0.0167,2,0,1.0,458.8925,869.8867,0.5172,7.4999,0.0,1.0658,4.9683,18.5485,2.8863,0,89.9906,10.0094,True,需要关注,忙时并发接近实例数量,synthetic_history_calibrated,90
2026-06-07,DeepSeek-V4,6,0.5681,3,0,0.5,4557.4415,9067.4002,12.7429,3.9677,16.3547,2.9577,81.6139,82.5664,15.6341,29,95.3879,4.6121,True,容量风险,存在 NPU 高负载尖峰；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-06-07,Minimax-M2.5,2,0.0292,1,0,0.5,425.1228,621.57,1.3636,44.2595,17.8256,1.6433,42.0814,68.9178,23.4644,0,90.6503,9.3497,True,需要关注,平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-06-07,Qwen3.6-35B-A3B,2,0.0167,2,0,1.0,460.6119,851.2198,0.512,9.319,0.0,0.9751,5.0879,18.1244,2.9619,0,88.7237,11.2763,True,需要关注,忙时并发接近实例数量,synthetic_history_calibrated,90
2026-06-08,DeepSeek-V4,6,0.7375,5,0,0.8333,4847.5569,10452.4015,12.455,4.1563,23.4066,4.2963,100.0,100.0,18.9755,39,93.1676,6.8324,True,需要关注,忙时并发接近实例数量；存在 NPU 高负载尖峰；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-06-08,Minimax-M2.5,2,0.0306,2,0,1.0,452.2786,663.8469,1.3636,49.2531,24.7446,2.2054,56.7041,93.9821,32.0373,4,93.7087,6.2913,True,需要关注,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-06-08,Qwen3.6-35B-A3B,2,0.0167,2,0,1.0,473.3336,878.2655,0.5153,13.6539,2.9711,1.0923,5.6709,22.3159,0.0,0,93.0614,6.9386,True,需要关注,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-06-09,DeepSeek-V4,6,0.6708,4,0,0.6667,4578.641,9058.021,12.7036,2.7125,17.4428,3.3567,100.0,99.9102,15.8607,29,93.6329,6.3671,True,需要关注,存在 NPU 高负载尖峰；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-06-09,Minimax-M2.5,2,0.0306,2,0,1.0,439.6932,592.912,1.3676,47.9484,25.0512,1.6116,49.0464,91.2351,26.7675,3,91.8284,8.1716,True,需要关注,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-06-09,Qwen3.6-35B-A3B,2,0.0167,2,0,1.0,461.484,979.2107,0.5106,5.8604,0.979,0.9051,6.0384,22.1004,0.0,0,90.5656,9.4344,True,需要关注,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-06-10,DeepSeek-V4,6,0.6542,4,0,0.6667,4596.741,9061.6447,12.6637,0.0,14.3843,3.1551,92.0533,93.2029,16.1245,32,94.5664,5.4336,True,需要关注,存在 NPU 高负载尖峰；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-06-10,Minimax-M2.5,2,0.0306,2,0,1.0,453.5077,595.1033,1.3686,47.0931,28.7986,1.8656,59.3228,99.4821,30.3404,9,95.3893,4.6107,True,容量风险,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-06-10,Qwen3.6-35B-A3B,2,0.0167,2,0,1.0,472.2966,985.603,0.5302,11.3138,2.547,0.8791,4.8754,18.4991,5.3894,0,89.168,10.832,True,需要关注,忙时并发接近实例数量,synthetic_history_calibrated,90
2026-06-11,DeepSeek-V4,6,0.6611,3,0,0.5,4603.5878,8625.3259,12.689,0.0,16.9021,3.2173,89.0482,92.406,15.2955,27,93.267,6.733,True,需要关注,存在 NPU 高负载尖峰；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-06-11,Minimax-M2.5,2,0.0306,2,0,1.0,443.8565,628.1198,1.3702,48.1957,32.5179,2.0806,59.928,100.0,26.0606,4,91.1771,8.8229,True,需要关注,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-06-11,Qwen3.6-35B-A3B,2,0.0167,2,0,1.0,468.5608,892.7445,0.5112,13.0478,0.0,1.0437,5.9699,17.6925,0.4059,0,92.9589,7.0411,True,需要关注,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-06-12,DeepSeek-V4,6,0.6389,4,0,0.6667,4445.5807,8870.3255,12.7128,0.0,18.9809,3.2894,84.4451,89.3049,16.3725,25,95.4412,4.5588,True,容量风险,存在 NPU 高负载尖峰；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-06-12,Minimax-M2.5,2,0.0306,2,0,1.0,442.6209,645.8645,1.357,50.0369,20.701,1.6954,50.184,81.4191,20.5732,1,94.5066,5.4934,True,需要关注,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-06-12,Qwen3.6-35B-A3B,2,0.0167,2,0,1.0,469.277,825.1842,0.5275,12.9043,0.0,0.9069,4.3803,12.1424,0.5097,0,93.3336,6.6664,True,需要关注,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-06-13,DeepSeek-V4,6,0.6028,3,0,0.5,4504.2141,8891.853,12.7092,0.0,17.8949,3.1055,85.6857,86.2249,18.2055,24,97.7179,2.2821,True,容量风险,存在 NPU 高负载尖峰；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-06-13,Minimax-M2.5,2,0.0306,2,0,1.0,428.1522,576.0112,1.3571,52.3195,20.2804,2.1166,48.408,77.7141,21.1058,3,94.9176,5.0824,True,需要关注,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-06-13,Qwen3.6-35B-A3B,2,0.0167,2,0,1.0,461.3996,891.5708,0.5117,3.7719,0.8637,1.099,6.2315,26.6633,0.0,0,95.4496,4.5504,True,容量风险,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-06-14,DeepSeek-V4,6,0.6208,3,0,0.5,4524.2295,8748.4983,12.6978,0.2052,13.522,3.3393,85.3519,85.8012,16.392,28,96.0797,3.9203,True,容量风险,存在 NPU 高负载尖峰；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-06-14,Minimax-M2.5,2,0.0306,2,0,1.0,422.6299,564.0718,1.3624,48.2221,19.0987,2.2008,44.6073,76.17,21.9117,2,96.0706,3.9294,True,容量风险,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-06-14,Qwen3.6-35B-A3B,2,0.0153,1,0,0.5,459.4484,899.4109,0.5179,10.3822,0.0,0.8921,4.4383,15.4039,3.304,0,90.4475,9.5525,True,需要关注,平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-06-15,DeepSeek-V4,6,0.6778,4,0,0.6667,4596.8598,9116.6175,12.7422,0.0,19.4442,3.8153,90.9312,96.6541,18.1151,33,94.674,5.326,True,需要关注,存在 NPU 高负载尖峰；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-06-15,Minimax-M2.5,2,0.0306,2,0,1.0,440.799,601.2821,1.3645,44.6689,25.5513,2.087,51.0542,91.2381,24.5108,3,92.228,7.772,True,需要关注,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-06-15,Qwen3.6-35B-A3B,2,0.0167,2,0,1.0,475.7735,958.2574,0.5207,7.002,0.5318,1.4362,4.6194,19.8508,0.0,0,94.0451,5.9549,True,需要关注,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-06-16,DeepSeek-V4,6,0.6611,4,0,0.6667,4589.938,9866.289,12.6555,1.6326,17.7095,3.4137,92.8278,94.1934,15.2736,39,93.0702,6.9298,True,需要关注,存在 NPU 高负载尖峰；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-06-16,Minimax-M2.5,2,0.0306,2,0,1.0,446.6604,581.8896,1.3508,44.1915,29.4594,1.9074,67.4398,100.0,32.0781,18,92.1758,7.8242,True,需要关注,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-06-16,Qwen3.6-35B-A3B,2,0.0167,2,0,1.0,471.2151,905.4817,0.5216,7.0856,0.2442,0.995,4.0275,21.3099,0.0,0,93.3755,6.6245,True,需要关注,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-06-17,DeepSeek-V4,6,0.6736,5,0,0.8333,4618.1586,8626.146,12.7985,3.8591,22.0823,3.2095,97.1085,100.0,18.6751,34,94.0269,5.9731,True,需要关注,忙时并发接近实例数量；存在 NPU 高负载尖峰；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-06-17,Minimax-M2.5,2,0.0306,2,0,1.0,446.4644,601.2544,1.3682,42.2302,25.9274,2.382,53.0428,95.9109,25.219,1,94.2372,5.7628,True,需要关注,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-06-17,Qwen3.6-35B-A3B,2,0.0167,2,0,1.0,464.725,966.6798,0.5241,12.7727,0.0,1.2983,4.2508,23.7838,0.0,0,92.7829,7.2171,True,需要关注,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-06-18,DeepSeek-V4,6,0.7236,5,0,0.8333,4637.9626,9134.6341,12.5991,0.1554,21.4084,3.8345,100.0,100.0,21.5269,35,93.0478,6.9522,True,需要关注,忙时并发接近实例数量；存在 NPU 高负载尖峰；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-06-18,Minimax-M2.5,2,0.0306,2,0,1.0,452.7426,621.9025,1.3646,45.4981,33.4084,2.0771,63.9235,100.0,24.3599,13,95.1303,4.8697,True,容量风险,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-06-18,Qwen3.6-35B-A3B,2,0.0167,2,0,1.0,479.2965,937.3627,0.5075,12.4622,4.323,1.1878,6.1896,25.2222,0.6692,0,90.2197,9.7803,True,需要关注,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-06-19,DeepSeek-V4,6,0.7917,6,0,1.0,4735.6358,9715.9334,12.4747,5.8638,21.9621,4.2671,100.0,100.0,24.1229,60,95.8547,4.1453,True,容量风险,忙时并发接近实例数量；存在 NPU 高负载尖峰；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-06-19,Minimax-M2.5,2,0.0306,2,0,1.0,462.5031,653.5397,1.3417,48.7642,31.3626,1.9302,65.6232,100.0,29.3262,28,92.3342,7.6658,True,需要关注,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-06-19,Qwen3.6-35B-A3B,2,0.0167,2,0,1.0,477.0403,930.8675,0.5131,6.1696,0.4856,0.5868,5.1607,22.3829,1.9866,0,94.0312,5.9688,True,需要关注,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-06-20,DeepSeek-V4,6,0.6736,4,0,0.6667,4645.451,9044.3656,12.6467,2.3229,18.2749,3.5524,95.3602,100.0,17.4047,36,94.4489,5.5511,True,需要关注,存在 NPU 高负载尖峰；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-06-20,Minimax-M2.5,2,0.0306,2,0,1.0,448.7337,638.2588,1.3524,53.6672,25.421,2.1657,50.853,92.866,22.9858,4,90.6341,9.3659,True,需要关注,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-06-20,Qwen3.6-35B-A3B,2,0.0167,2,0,1.0,464.9311,830.2865,0.5233,5.3898,2.2075,1.3236,7.406,16.1986,0.6424,0,92.1941,7.8059,True,需要关注,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-06-21,DeepSeek-V4,6,0.6069,4,0,0.6667,4485.8122,9243.9623,12.6966,1.0,16.5074,3.221,80.4528,86.0924,15.6608,27,92.0364,7.9636,True,需要关注,存在 NPU 高负载尖峰；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-06-21,Minimax-M2.5,2,0.0306,2,0,1.0,444.683,622.8066,1.3669,47.9301,24.9294,2.101,56.0558,97.6509,24.9695,1,95.8144,4.1856,True,容量风险,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-06-21,Qwen3.6-35B-A3B,2,0.0167,2,0,1.0,456.3475,862.9211,0.5259,13.3864,0.0,0.856,6.3388,24.3989,0.0,0,94.8711,5.1289,True,需要关注,忙时并发接近实例数量；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
2026-06-22,DeepSeek-V4,6,0.6847,5,0,0.8333,4625.2023,8980.6331,12.7037,0.0,19.5078,3.3917,99.2285,100.0,19.3292,36,92.0282,7.9718,True,需要关注,忙时并发接近实例数量；存在 NPU 高负载尖峰；平均 NPU 较低但 HBM 很高，更像模型驻留内存压力,synthetic_history_calibrated,90
